#Backup ID,Backup Online Processtime(s),Online Load Times,Online Delta num,Online Size,Offline Size,Offline Delta times,Offline Decompress times,Offline Delete times,Logic chunk num,Unique chunk num,FpIndex size,SfIndex size,Localmap size,Coldmap size,Deltamap size,total logical size,offline_time,online_dedupReduce,online_lz4Reduce,online_deltaReduce,offlineDelta_diff,offlineDelta_sum,offlineReDelta_sum,offlineRelz4_sum,_sum_Delta_size,_sum_Lz4_size
0,2.92272,24,331,226638946,226638946,0,0,0,47270,45091,3607280,8537408,0,0,16448,374824960,0.000109,19331296,126379893,2474825,0,0,0,0,936382,225702564
1,1.89096,88,8550,275908840,275908840,0,0,0,93760,63193,5055440,10432448,0,0,536096,741068800,0.000314,245965131,155964107,63230722,0,0,0,0,2027288,273881552
2,1.87582,161,16098,325071105,324970058,87,62,10,140254,80435,6434800,12286336,1600,746,851328,1108418560,0.420443,478438636,186001492,118907327,-101047,101047,31610,93472,3249625,321720433
3,1.9142,251,24181,369129391,369089315,127,88,18,186916,97135,7770800,13937024,2496,1106,1156416,1477611520,0.226106,718244048,212874377,177262657,-141123,40076,33327,134738,4879172,364210143
4,1.82181,351,31503,405685245,404924918,761,529,46,233561,111930,8954400,15333696,14848,6318,1434400,1846190080,1.89082,971180874,238043508,231139330,-901450,760327,172295,883924,6185968,398738950
5,1.68092,459,37596,447399369,439730680,4878,3545,86,271616,126584,10126720,16760960,85312,39454,1709088,2149201920,7.69105,1160289057,264963988,275648056,-8570139,7668689,804832,8683556,7298827,432431853
6,3.88853,570,40903,690407130,688941617,5926,4254,133,333509,182509,14600720,26727616,107008,48073,1870592,2647705600,3.11483,1208681383,439219119,300827829,-10035652,1465513,1012557,10208022,8263453,680678164
7,3.28563,716,50248,808316893,805899618,7149,5083,172,375631,217536,17402880,31455168,132224,58052,2386112,2997319680,3.19529,1264745347,538253164,375968624,-12452927,2417275,1284420,12727596,13590729,792308889
8,3.19504,874,62508,903225195,897345131,11942,8644,248,419564,249310,19944800,34895104,211840,96728,2973344,3364526080,9.35022,1366521998,601596911,480729049,-18332991,5880064,3840465,18098974,15770153,881574978
9,0.94674,882,62522,897351901,897351901,11942,8644,248,463497,249332,19946560,34896640,211840,96728,2974144,3731732480,0.001224,1733606007,601628612,480812969,-18332991,0,3840465,18098974,15771768,881580133
10,1.4811,964,64668,925710954,924563434,13051,9594,275,511234,257100,20568000,35944256,222016,105735,3056608,4109803520,1.66493,2050357028,619914014,495488533,-19480511,1147520,4072201,19189131,15941431,908622003
11,1.33403,1044,66492,941699099,940461524,14989,11123,328,550375,262844,21027520,36617664,248192,121504,3144704,4422103040,3.56337,2317473433,635468025,507981972,-20718086,1237575,4325276,20441029,16104941,924356583
12,1.94555,1191,70425,996137531,977280982,29946,22915,436,589502,277512,22200960,38060864,450752,241700,3400832,4734248960,21.8505,2515465832,665037687,536889824,-39574635,18856549,6321789,39578905,16978229,960302753
