#Backup ID,Backup Online Processtime(s),Online Load Times,Online Delta num,Online Size,Offline Size,Offline Delta times,Offline Decompress times,Offline Delete times,Logic chunk num,Unique chunk num,FpIndex size,SfIndex size,Localmap size,Coldmap size,Deltamap size,total logical size,offline_time,online_dedupReduce,online_lz4Reduce,online_deltaReduce,offlineDelta_diff,offlineDelta_sum,offlineReDelta_sum,offlineRelz4_sum,_sum_Delta_size,_sum_Lz4_size
0,2.88315,21,249,226889459,226155931,152,62,8,47270,45091,3607280,8536576,5760,1256,16928,374824960,0.691389,19331296,126724030,1880175,-733528,733528,327029,607706,503328,225652603
1,1.89342,83,8309,276070639,275375262,390,133,27,93760,63193,5055440,10431104,16448,3255,537024,741068800,1.11521,245965131,156838960,61460542,-1428905,695377,415212,1304987,1602559,273772703
2,1.8635,154,14162,334252575,324634348,3419,1429,87,140254,80435,6434800,12282752,127360,27787,852896,1108418560,9.24209,478438636,189647254,104651190,-11047132,9618227,743337,11262065,3086978,321547370
3,1.73658,229,16798,398734865,368478659,16531,9076,174,186916,97135,7770800,13924416,477120,133118,1158144,1477611520,31.1055,718244048,225850038,123735437,-41303338,30256206,2064210,42484797,4496442,363982217
4,1.67119,310,19009,436205604,404236052,32454,19699,277,233561,111930,8954400,15315072,816384,261017,1435808,1846190080,33.969,971180874,258133789,139366475,-73272890,31969552,3758955,75312363,5647984,398588068
5,1.50554,379,20627,471831389,439068467,52539,34205,385,271616,126584,10126720,16738048,1173440,422237,1710400,2149201920,38.4493,1160289057,292527386,151281198,-106035812,32762922,6027558,108997753,6734187,432334280
6,3.62232,445,21435,700784757,688496586,60484,39392,484,333509,182509,14600720,26709184,1349952,486292,1869120,2647705600,17.6027,1208681383,474052170,158151478,-118323983,12288171,6801270,121968558,7690463,680806123
7,2.69376,514,27440,816621360,802033385,69957,44807,591,375631,217536,17402880,31387264,1615360,562579,2398272,2997319680,23.4059,1264745347,588041628,209587362,-132911958,14587975,8184390,138364513,10700999,791332386
8,2.67819,592,33275,921217193,893543428,85291,52281,729,419564,249310,19944800,34804288,2122432,685917,2990560,3364526080,40.3828,1366521998,685455898,258419033,-160585723,27673765,10681688,168408821,13744006,879799422
9,0.914077,597,33288,893550880,893549866,85293,52282,731,463497,249332,19946560,34805824,2122496,685943,2991328,3731732480,0.047752,1733606007,685495834,258494036,-160586737,1014,10682522,168409938,13745263,879804603
