#Backup ID,Backup Online Processtime(s),Online Load Times,Online Delta num,Online Size,Offline Size,Offline Delta times,Offline Decompress times,Offline Delete times,Logic chunk num,Unique chunk num,FpIndex size,SfIndex size,Localmap size,Coldmap size,Deltamap size,total logical size,offline_time,online_dedupReduce,online_lz4Reduce,online_deltaReduce,offlineDelta_diff,offlineDelta_sum,offlineReDelta_sum,offlineRelz4_sum,_sum_Delta_size,_sum_Lz4_size
0,2.82229,17,106,227232723,225476231,422,38,19,47270,45091,3607280,8523072,24576,3471,23488,374824960,1.94228,19331296,127273009,987932,-1756492,1756492,53260,2102239,461780,225014451
1,1.81306,73,5993,286549775,274805832,2923,201,78,93760,63193,5055440,10417600,174208,23774,541152,741068800,8.52619,245965131,162234250,44563152,-13500435,11743943,162467,14194067,1650500,273155332
2,1.63248,119,6748,360617592,323802600,14740,5201,158,140254,80435,6434800,12267200,610496,118710,856448,1108418560,31.7082,478438636,205480241,50381656,-50315427,36814992,1011135,52087907,2829482,320973118
3,1.6494,160,7486,406484536,367744545,32243,15343,263,186916,97135,7770800,13910656,1081600,259259,1161568,1477611520,43.6073,718244048,246766525,55800984,-89055418,38739991,2567225,92236601,4324423,363420122
4,1.50957,199,8190,442381488,403387065,52709,29004,380,233561,111930,8954400,15301120,1517248,423572,1438976,1846190080,44.8283,971180874,283067079,60505221,-128049841,38994423,4695714,132154228,5292458,398094607
5,1.39764,245,8652,475927207,438381710,76922,46478,507,271616,126584,10126720,16722432,1948544,617911,1713728,2149201920,47.0176,1160289057,320881015,64054800,-165595338,37545497,7005761,170884713,6534514,431847196
6,3.56445,292,8915,702310302,687319455,86197,52243,625,333509,182509,14600720,26675520,2173184,692701,1881024,2647705600,21.6437,1208681383,504699940,66418637,-180586185,14990847,7785891,186937080,7712398,679607057
7,2.53343,330,13124,822546454,800515830,97668,57729,754,375631,217536,17402880,31331584,2564480,785114,2415552,2997319680,31.2273,1264745347,626673357,102768337,-202616809,22030624,8849682,211633710,10829525,789686305
8,2.48286,362,13636,945938354,891999523,123529,70411,909,419564,249310,19944800,34749632,3412928,992745,3004736,3364526080,64.3421,1366521998,742637702,106811217,-256555640,53938831,11883450,268525816,13906888,878092635
9,0.879196,365,13645,892010498,892005951,123536,70413,914,463497,249332,19946560,34751168,3413248,992826,3005504,3731732480,0.14739,1733606007,742694210,106866125,-256560187,4547,11884546,268530855,13908149,878097802
10,1.38351,397,13918,926491646,918992879,135101,79963,1006,511234,257100,20568000,35800192,3542208,1085806,3087648,4109803520,16.3824,2050357028,767361187,109033472,-264058954,7498767,12897476,275867416,13788316,905204563
11,1.20483,421,14294,941217729,934893366,145495,88499,1088,550375,262844,21027520,36472192,3661120,1169368,3176000,4422103040,14.5535,2317473433,787504675,111848249,-270383317,6324363,13567805,282309212,13931452,920961914
