Backup ID,Backup Size(MB),dataTranTime(us/MB),fpTime(ms/MB),freqTime(ms/MB),firstDedupTime(ms/MB),secondDedupTime(ms/MB),total_dedupTime(ms/MB),sfTime(ms/MB),checkTime(ms/MB),lz4compressTime(ms/MB),deltacompressTime(ms/MB),encTime(ms/MB),Total size(MB)
3,8191,0.188557,0.850686,-0.0020723,0.0101109,0.0363259,0.895051,0.411654,0.0110487,0.0544336,0.0578182,0.0133271,32764.000000
4,8191,0.186056,0.85053,-0.00231034,0.0101049,0.0327221,0.891047,0.370265,0.0106076,0.0463982,0.0533972,0.0118146,40955.000000
5,8191,0.184375,0.849691,-0.00281996,0.0101995,0.030314,0.887384,0.3502,0.0103878,0.0412393,0.0526888,0.0109643,49146.000000
6,8191,0.183213,0.849544,-0.00296831,0.0102602,0.02814,0.884976,0.328707,0.0101073,0.0373056,0.0508302,0.0101638,57337.000000
7,8191,0.182307,0.850198,-0.00249672,0.010364,0.0270401,0.885106,0.317694,0.00997038,0.0344756,0.0496083,0.00978281,65528.000000
8,8191,0.184012,0.850483,-0.00221746,0.0104976,0.0260802,0.884844,0.307821,0.00987108,0.0322642,0.0489621,0.00942658,73719.000000
9,8191,0.185457,0.851038,-0.00173283,0.0106385,0.0252509,0.885194,0.298641,0.00979352,0.0304161,0.0481716,0.00911975,81910.000000
10,8191,0.184722,0.851195,-0.00156156,0.0107814,0.0250804,0.885495,0.298032,0.00981141,0.0291844,0.0485115,0.00904433,90101.000000
11,8191,0.184135,0.851782,-0.00103136,0.0108744,0.0244944,0.88612,0.290918,0.00974977,0.0277845,0.0479119,0.00881835,98292.000000
12,8191,0.183544,0.851908,-0.000817268,0.0110131,0.0241674,0.886271,0.287598,0.00974942,0.0267468,0.0478735,0.0086867,106483.000000
13,8191,0.184598,0.851915,-0.000788613,0.0112069,0.0245293,0.886862,0.289034,0.00981279,0.0259997,0.0482841,0.00869477,114674.000000
14,8191,0.185497,0.852152,-0.000575643,0.0113777,0.0242108,0.887165,0.286506,0.00984588,0.0252036,0.0484185,0.00858779,122865.000000
15,8191,0.186271,0.852136,-0.000573695,0.0115618,0.0239115,0.887035,0.284217,0.00985674,0.0244982,0.0499976,0.00848585,131056.000000
16,8191,0.187036,0.852158,-0.000612222,0.011789,0.0238682,0.887203,0.284797,0.00986976,0.0239482,0.0506694,0.00848462,139247.000000
17,8191,0.186537,0.852377,-0.000396133,0.0119943,0.02389,0.887866,0.286003,0.00988692,0.0234823,0.051219,0.00850369,147438.000000
18,8191,0.187059,0.851889,-0.000806861,0.0122065,0.0237404,0.887029,0.285919,0.00989014,0.0230373,0.0514452,0.00845929,155629.000000
19,8191,0.187438,0.851725,-0.000844692,0.0123773,0.0235747,0.886832,0.284633,0.00987634,0.0225373,0.051604,0.00840062,163820.000000

