Backup ID,Backup Online Processtime(s),Online Load Times,Online Delta num,Online Size,Offline Size,Offline Delta times,Offline Decompress times,Offline Delete times,Logic chunk num,Unique chunk num,FpIndex size,SfIndex size,Localmap size,Coldmap size,Deltamap size,total logical size,offline_time,online_dedupReduce,online_lz4Reduce,online_deltaReduce,offlineDelta_diff,offlineDelta_sum,offlineReDelta_sum,offlineRelz4_sum,_sum_Delta_size,_sum_Lz4_size
0,1.66017,9,32,100594084,100594084,0,0,0,24641,24495,1959600,4684416,0,0,1632,208250880,0.000106,1127989,106281242,247565,0,0,0,0,56837,100537247
1,1.44804,31,8159,131602998,130322161,338,46,15,49838,39626,3170080,5971200,18688,2779,538656,420976640,1.60818,77093471,136904369,75375802,-1280837,1280837,84952,1344967,1399612,128922549
2,1.49568,63,14692,168410826,156955892,4686,1732,57,75769,54678,4374240,7093952,189056,37765,953056,640409600,13.1707,159458006,176265069,134994862,-12735771,11454934,519455,13216400,3637810,153318082
3,1.24196,87,15342,219723805,181365451,22770,11249,118,102154,69374,5549920,8136832,737600,182742,1342496,864501760,45.8076,248725373,242046415,141270396,-51094125,38358354,2755715,52666930,4848168,176517283
4,1.34311,125,16409,247003665,210526864,43800,23912,198,128934,85204,6816320,9354624,1273344,351382,1737312,1092659200,50.7769,332019363,310942513,151599534,-87570926,36476801,5100088,91094672,6974684,203552180
5,1.38605,142,16754,283490030,242216454,70460,41093,299,156457,101934,8154720,10669184,1880768,565159,2154592,1326612480,61.671,413501574,387211902,154838048,-128844502,41273576,8387603,134847398,9502172,232714282
6,1.39425,178,17704,313264050,272677498,99013,60345,420,184290,118788,9503040,11928192,2476288,794188,2590176,1563217920,62.1655,496131554,461076750,163901064,-169431054,40586552,12398186,177817829,12018074,260659424
7,1.36533,194,18008,349796855,306008242,132201,83449,563,212510,136407,10912560,13305472,3121920,1060407,3025024,1803356160,68.3126,576072305,541221874,166834072,-213219667,43788613,17525389,224336745,14792687,291215555
8,1.4876,218,18755,386287691,340257560,167010,107673,730,241451,155151,12412080,14715904,3799680,1339714,3513056,2049822720,70.4808,652356600,623694676,174264086,-259249798,46030131,23041404,273269274,17795286,322462274
9,1.48843,247,19760,412543791,366056943,204735,134905,915,270745,172102,13768160,15751872,4471488,1642439,3994944,2300139520,72.6238,745473835,698961631,183910465,-305736646,46486848,29521463,322176981,20343944,345712999
10,1.5799,279,20513,440909405,394284129,246995,166342,1126,300593,189672,15173760,16885888,5164864,1981574,4460352,2554542080,77.072,838570276,777940351,191385402,-352361922,46625276,36756806,371880646,23527251,370756878
11,1.62549,297,20921,474946552,426145433,292974,201295,1358,331389,208165,16653200,18225600,5870848,2350542,4921408,2817464320,80.3542,931766067,863071372,195318407,-401163041,48801119,45195879,422986952,25885788,400259645
12,1.72421,318,21540,506725700,460295239,340477,237855,1606,362473,226816,18145280,19571456,6571776,2731790,5397984,3082168320,85.0795,1025548125,947464143,201267311,-447593502,46430461,53504955,473751627,30305953,429989286
13,1.83869,336,21975,552808104,503646757,390558,276307,1891,394467,248136,19850880,21334208,7316288,3133863,5899360,3355002880,88.668,1105497193,1043954816,205149265,-496754849,49161347,63324900,526976600,34442832,469203925
14,1.90052,359,22403,597657815,549857047,438931,313616,2206,427730,269719,21577520,23258112,8024896,3522422,6383616,3639654400,84.9187,1193548449,1142442634,209250653,-544555617,47800768,73466696,578047619,37769382,512087665
15,1.95613,385,23040,642822114,591642166,490115,352889,2536,461573,291289,23303120,24975040,8787392,3933528,6925152,3929231360,90.9656,1286362675,1239981865,215509089,-595735565,51179948,84042921,632803200,41451125,550191041
16,1.95978,408,23556,688166421,642465015,536627,388730,2870,495907,313484,25078720,27068992,9470720,4307286,7396576,4223057920,80.8164,1377714707,1341239121,220202106,-641436971,45701406,93733815,682803720,45813468,596651547
17,2.08523,437,24076,741961069,707245865,584410,425379,3226,533891,338250,27060000,29556416,10184640,4691322,7895072,4533319680,84.5408,1477945546,1447036724,224939370,-676152175,34715204,104260263,734512870,62886351,644359514
18,2.25677,458,24556,818220108,753902115,639833,467692,3602,573226,363914,29113120,31853888,11023872,5136570,8480736,4869498880,95.7666,1580768804,1564713524,229644269,-740470168,64317993,127579189,792176011,56393250,697508865
19,2.39773,490,25650,864568801,806185835,697936,512271,3982,614460,390057,31204560,34045568,11889856,5603294,9110464,5222645760,100.822,1694967826,1682433900,240205065,-798853134,58382966,141295479,854227344,60265297,745920538
20,2.32097,519,26578,917664365,854142878,762735,562532,4386,657190,416136,33290880,36064832,12820800,6123698,9757504,5588357120,111.583,1821298679,1801483759,249057183,-862374621,63521487,156107963,921443470,64127410,790015468
21,2.46158,553,27759,971894934,907137500,831562,616378,4794,701984,444128,35530240,38317312,13779840,6676354,10422240,5970749440,116.292,1947945757,1928063059,260471069,-927132055,64757434,171496991,990260020,68379416,838758084
22,2.52927,591,29089,1025718312,957805111,907774,676717,5243,748244,472329,37786320,40405696,14796224,7288279,11138240,6365849600,125.191,2084043665,2055859613,273095955,-995045256,67913201,188047585,1062920620,73333063,884472048
23,2.55815,625,30129,1076889965,1002659185,991698,743505,5710,795533,500237,40018960,42249216,15893632,7961998,11885248,6770524160,134.135,2231071622,2184289508,283227809,-1069276036,74230780,206480171,1141290216,77621089,925038096
24,2.58118,658,31148,1124515723,1048462749,1078628,812888,6189,843831,528928,42314240,44170944,17017600,8659801,12638240,7183421440,138.978,2379879231,2316743307,293007143,-1145329010,76052974,225710343,1221600480,82003563,966459186
25,2.60481,701,32507,1167492196,1093589720,1170094,887182,6720,892453,557325,44586000,46042432,18117248,9394184,13378816,7597076480,141.201,2532953771,2445022349,306279154,-1219231486,73902476,244847486,1300079397,86772702,1006817018
26,2.70189,732,33520,1224710915,1148091666,1266793,966167,7284,943081,588339,47067120,48380800,19251392,10170580,14126496,8028426240,148.055,2680826906,2587874268,315782665,-1295850735,76619249,265308757,1381164284,91365050,1056726616
27,2.71099,766,34835,1271561362,1192206432,1370121,1051115,7846,994732,617593,49407440,50191744,20428288,10999990,14925120,8468920320,154.471,2850827085,2722706035,327975103,-1375205665,79354930,286811134,1464825227,95839995,1096366437
28,2.74144,793,35759,1325852896,1240747349,1485383,1146368,8527,1047519,648825,51906000,52146944,21709632,11925467,15756608,8918517760,181.548,3012861594,2867719539,336878066,-1460311212,85105547,310132147,1556047297,102085254,1138662095
29,2.78879,849,37601,1362832005,1283109218,1597921,1240251,9144,1100481,678191,54255280,53828480,22904448,12828816,16568352,9369497600,170.04,3191999268,2999808860,354546255,-1540033999,79722787,333719985,1641125668,107675598,1175433620
30,3.83891,887,37774,1497560875,1456304265,1674686,1304965,9974,1161683,730293,58423440,61469824,23676160,13447078,17052608,9891061760,108.878,3259751468,3237531924,356183494,-1581290609,41256610,350052557,1694808494,120148140,1336156125
31,3.67267,1038,49722,1553823217,1507179095,1721790,1341136,10435,1224165,764459,61156720,63624000,24376448,13826199,18289984,10425190400,82.4682,3476054732,3343971494,470050348,-1627934731,46644122,362835417,1743784890,124116263,1383062832
32,3.44451,1118,57288,1625692173,1556335632,1795986,1399160,10949,1287906,799067,63925360,65697024,25411712,14422329,19252832,10969159680,117.587,3698912309,3474401241,542219226,-1697291272,69356541,381815369,1816662325,128699254,1427636378
33,3.32065,1174,59253,1701184995,1602360541,1904313,1484469,11490,1352398,833924,66713920,67568064,26885696,15291618,20237568,11518976000,173.733,3926063676,3633967701,560468356,-1796115726,98824454,406705905,1920836871,134268739,1468091802
34,3.30068,1232,61437,1750296883,1650767142,2021316,1578433,12048,1418053,869731,69578480,69578432,28360512,16230424,21223104,12079032320,186.474,4153802344,3797480350,581337017,-1895645467,99529741,433476877,2025536638,139692288,1511074854
35,3.29581,1283,62715,1807930976,1702364507,2154439,1687016,12637,1485051,906885,72550800,71731968,29931712,17298337,22231872,12650547200,202.394,4381235100,3972352933,593382724,-2001211936,105566469,462708627,2136611217,145357225,1557007282
36,3.29619,1331,64349,1856775100,1750234899,2296295,1804366,13257,1552883,943650,75492000,73745344,31500672,18436261,23246432,13229209600,216.533,4618229336,4143890576,609102652,-2107752137,106540201,493211181,2247815811,150203889,1600031010
37,3.33517,1384,65763,1905556808,1799057876,2447471,1930597,13907,1620506,980487,78438960,75727104,33098752,19648895,24263200,13805813760,220.987,4852771870,4317030684,622702261,-2214251069,106498932,524527812,2360900644,156954952,1642102924
38,3.35614,1440,67781,1952127934,1843078718,2606041,2063897,14564,1688546,1017268,81381440,77520256,34716928,20920716,25317536,14386237440,227.399,5091633912,4485942447,642282078,-2323300285,109049216,557733715,2475048437,162223875,1680854843
39,3.3203,1482,69060,2001195457,1892643649,2780054,2212496,15338,1757006,1054333,84346640,79484864,36344256,22316674,26331488,14970695680,233.793,5330626141,4660913102,654660695,-2431852093,108551808,592998277,2590582833,169337998,1723305651
40,2.65388,1497,69257,2021345188,1928814313,2954469,2366107,16392,1810412,1083547,86683760,81028160,37677056,23717256,27125952,15425167360,190.891,5513761015,4801796568,656412496,-2524382968,92530875,638219683,2684915351,171170153,1757644160
41,2.79828,1526,69812,2059183042,1969985585,3132712,2523427,17464,1864540,1113534,89082720,82620864,39016768,25148544,27944896,15886080000,218.367,5696867449,4943900830,661745711,-2613580425,89197457,679455462,2780068604,177192366,1792793219
42,2.77463,1561,70392,2099486778,2006906557,3319952,2689188,18558,1919273,1143338,91467040,84071744,40391680,26651902,28788288,16352163840,228.63,5886502744,5085524053,667069840,-2706160646,92580221,722991602,2877841588,182451807,1824454750
43,2.78985,1584,70659,2140495444,2047298544,3518398,2865482,19665,1974837,1173737,93898960,85560448,41810752,28244997,29634272,16824729600,237.944,6077342917,5230983535,669747058,-2799357546,93196900,768004819,2978625470,190073859,1857224685
44,2.79284,1612,71090,2179663611,2084605762,3724475,3049327,20774,2031182,1204027,96322160,86983040,43234368,29899126,30487968,17304453120,242.394,6275477097,5376002838,673952028,-2894415395,95057849,815271705,3079640275,196074683,1888531079
45,2.81231,1645,71835,2213351310,2117163762,3938860,3241253,21879,2088613,1233728,98698240,88188736,44672896,31619707,31357728,17793658880,252.863,6486965354,5517798032,681128789,-2990602943,96187548,864404051,3181585680,201911484,1915252278
46,2.85175,1666,72191,2251413025,2150895672,4167947,3446912,23032,2147190,1264387,101150960,89460224,46173376,33458136,32236992,18292684800,256.534,6699480167,5666582695,684605970,-3091120296,100517353,915790661,3287752586,207595465,1943300207
47,2.86523,1689,72635,2283269075,2180118245,4410044,3665063,24156,2206496,1294554,103564320,90519168,47706496,35400508,33135840,18798346240,270.497,6921983768,5812945528,689027573,-3194271126,103150830,969605690,3396442161,213174432,1966943813
48,2.90306,1717,73222,2307182695,2200775546,4660213,3891168,25261,2266715,1323504,105880320,91291712,49247424,37407385,34022560,19312179200,277.918,7161780866,5954136506,694808007,-3300678275,106407149,1024784912,3505855050,216239197,1984536349
49,3.3027,1734,73429,2359965951,2251371261,4897370,4101776,26478,2335940,1359838,108787040,93095296,50947648,39310702,35038208,19902177280,263.322,7413083172,6131733115,696716767,-3409272965,108594690,1071787940,3626316876,228149561,2023221700
50,4.77212,1765,73656,2521715032,2455080927,5076038,4260477,28117,2419066,1426420,114113600,101950528,52226752,40748217,35822304,20615280640,217.594,7537590402,6447850560,698851681,-3475907070,66634105,1110680324,3713970726,249314338,2205766589
51,4.69587,1919,82962,2609368012,2516349868,5224682,4387204,29213,2503193,1471068,117685440,104503680,53630464,41942833,37408064,21337559040,197.85,7844808732,6619173416,788301810,-3568925214,93018144,1150061140,3812221200,255787142,2260562726
52,4.58421,2023,89329,2694382183,2589373549,5392810,4529854,30245,2593570,1520912,121672960,107893632,55262528,43292985,38677216,22117294080,224.101,8160797355,6844633287,848556041,-3673933848,105008634,1192265770,3925872853,265432270,2323941279
53,4.55462,2113,92862,2779050203,2648084940,5592816,4699639,31277,2687808,1568890,125511200,110588736,57197824,44898161,40006816,22935326720,270.48,8527811966,7071146429,883384274,-3804899111,130965263,1243228100,4061463157,270541342,2377543598
54,4.41772,2177,94829,2840749224,2712093801,5806726,4882756,32425,2782874,1615142,129211360,113144832,59169536,46615133,41263584,23760384000,287.408,8921946929,7289900485,902888251,-3933554534,128655423,1294294307,4199691124,280368301,2431725500
55,4.39951,2228,96164,2914705941,2771968485,6038354,5080849,33604,2878878,1662942,133035360,115588864,61317696,48474012,42625024,24594739200,315.156,9310442950,7520042980,915992795,-4076291990,142737456,1351381449,4349535596,287647866,2484320619
56,4.46253,2296,98116,2968466533,2829453618,6275988,5285880,34694,2975128,1710128,136810240,117972736,63406528,50380510,43950528,25430681600,314.426,9704967003,7745618276,935337798,-4215304905,139012915,1409113827,4495304101,294656744,2534796874
57,4.37527,2359,100076,3024691493,2891533770,6507600,5485707,35759,3070965,1757037,140562960,120465792,65442240,52238675,45244544,26264494080,300,10099884549,7969544573,955068560,-4348462628,133157723,1463834080,4637884906,304335463,2587198307
58,4.33967,2409,101235,3087853690,2949584421,6755080,5700368,36939,3166442,1803100,144248000,122747968,67544512,54224383,46550208,27094425600,318.415,10499173392,8192490695,966445195,-4486731897,138269269,1522615739,4785474843,313811661,2635772760
59,4.52934,2473,103010,3146496166,3010405268,7008516,5921305,38204,3262959,1849992,147999360,125131712,69625664,56258156,47854048,27933890560,322.957,10900862913,8415859774,983939810,-4622822795,136090898,1582284685,4931088056,323538849,2686866419
60,3.22298,2485,103097,3173109356,3042317555,7323990,6208923,39937,3332759,1886832,150946560,126789056,71409984,58790597,48886048,28529817600,290.356,11152216813,8596843405,984825231,-4753614596,130791801,1665075756,5056680842,318353066,2723964489
61,4.36611,2514,103613,3245913084,3108885111,7602285,6453293,41230,3430872,1934164,154733120,129222528,73582656,61023422,50195840,29384591360,305.492,11563081108,8831591180,990391392,-4890642569,137027973,1724826797,5208764321,333486816,2775398295
62,3.41593,2542,104130,3275107556,3152185675,7926772,6749345,43053,3504712,1972423,157793840,130954496,75403904,63628377,51278880,30015549440,318.319,11837329259,9016897001,995573055,-5013564450,122921881,1804551114,5337145090,339022537,2813163138
63,3.48766,2595,105243,3312581744,3189081967,8257277,7051656,44739,3579605,2009807,160784560,132452800,77209856,66280815,52363680,30656389120,360.287,12127182474,9196598039,1006462413,-5137064227,123499777,1883279064,5464036986,342531987,2846549980
64,3.58611,2637,106325,3352728554,3230153679,8594303,7359565,46485,3655420,2047926,163834080,133924352,79075008,68985689,53468320,31304744960,358.572,12418216155,9379643071,1017092953,-5259639102,122574875,1960128315,5595594218,351608598,2878545081
65,3.5758,2678,107213,3393977233,3263665588,8955068,7690547,48176,3732183,2085663,166853040,135225152,80983040,71880216,54579648,31962798080,368.407,12720336024,9563275775,1025569946,-5389950747,130311645,2042956296,5729893978,355688067,2907977521
66,3.85473,2732,108132,3431024210,3304043863,9328346,8033812,49969,3809922,2124329,169946320,136653440,82905216,74875373,55693024,32629002240,387.25,13022912123,9750353879,1034761281,-5516931094,126980347,2124158678,5865410755,364327196,2939716667
67,3.71869,2785,109201,3468923544,3337514720,9718503,8393376,51674,3888789,2162403,172992240,137829120,84864256,78005114,56831680,33305978880,395.423,13339633797,9935462075,1045028370,-5648339918,131408824,2210335473,6003618515,371232572,2966282148
68,3.78821,2836,110366,3501724597,3371265102,10122158,8766464,53365,3968924,2200450,176036000,138979648,86822528,81242745,57955648,33992949760,415.676,13666954159,10120081633,1055849453,-5778799413,130459495,2298698297,6141814639,379072390,2992192712
69,3.65289,2882,111206,3532415741,3394999240,10546144,9159108,55035,4050053,2237353,178988240,139824384,88829632,84642919,59090112,34688532480,423.931,14011150584,10301926599,1064240143,-5916215914,137416501,2390071359,6283249717,383203166,3011796074
70,4.46911,2928,111688,3597661742,3470592354,10876102,9455647,56891,4149217,2284535,182762800,142329856,90970368,87291807,60379072,35551836160,343.382,14432172280,10536624351,1069161873,-6043285302,127069388,2458244187,6433107224,406059754,3064532600
71,6.15075,2976,112015,3807877304,3744590132,11073266,9628713,59607,4265450,2371143,189691440,154198144,92515520,88882659,61360768,36571084800,242.168,14677425192,10969949398,1072547604,-6106572474,63287172,2509490608,6536389141,446141689,3298448443
72,6.0646,3213,127239,3907935084,3813135260,11209650,9742010,60864,4386386,2425654,194052320,157275520,93996032,89979992,63388960,37635307520,192.109,15226552119,11174820331,1219427512,-6201372298,94799824,2558982316,6637772458,454652504,3358482756
73,5.52511,3354,136485,3995644408,3872866188,11391266,9894057,62189,4508081,2477154,198172320,159679808,95889536,91439473,64913376,38705633280,242.815,15810418135,11389306248,1308892191,-6324150518,122778220,2621750603,6768654767,463914153,3408952035
74,5.42346,3448,139319,4093388976,3937557943,11616191,10081592,63453,4632072,2531806,202544480,162406336,98285376,93245113,66449120,39797422080,306.658,16387253290,11655589990,1337039306,-6479981551,155831033,2693898879,6933151193,472898183,3464659760
75,4.42898,3477,139531,4140702172,3968374887,11995481,10424976,65327,4732223,2578458,206276640,164351104,100585024,96288699,67793920,40669081600,360.682,16820225065,11888947838,1339224974,-6652308836,172327285,2811658628,7092829572,460290403,3508084484
76,4.45296,3528,140339,4169039375,4049811104,12306702,10703409,67223,4832181,2625447,210035760,166843648,102685184,98787923,69044352,41540311040,351.52,17249089460,12122649808,1347223561,-6771537107,119228271,2895423603,7239557601,487884822,3561926282
77,4.6063,3596,141917,4245481569,4102703518,12615599,10977522,68822,4936619,2671964,213757120,168726336,104913216,101267086,70449664,42453647360,366.177,17723863614,12350223998,1362541072,-6914315158,142778051,2993673661,7394415507,500152852,3602550666
78,4.55849,3661,143066,4300300715,4147480677,12945220,11271184,70367,5043629,2718584,217486720,170487232,107216896,103911723,71809248,43391784960,370.129,18221449975,12581849177,1373869935,-7067135196,152820038,3096677362,7553713633,506760979,3640719698
79,4.70607,3735,144533,4345113103,4195526995,13286298,11575886,71938,5152164,2765822,221265760,172223552,109548096,106648170,73185856,44339476480,384.934,18724731319,12814503863,1387992999,-7216721304,149586108,3198727563,7714592610,518230113,3677296882
80,4.68988,3811,145830,4390893818,4232765011,13647560,11900021,73372,5261707,2811976,224958080,173644864,111926016,109545396,74572800,45297090560,396.501,19244089151,13044933540,1400452747,-7374850111,158128807,3306196170,7878505205,524147953,3708617058
81,4.68698,3898,147628,4427545454,4271180015,14021159,12236515,74879,5372102,2858319,228665520,175008384,114302720,112541675,75963456,46262865920,411.876,19768756888,13273194921,1418518546,-7531215550,156365439,3410554357,8042918048,532386659,3738793356
82,4.72057,3969,148862,4472220376,4311702358,14418873,12595650,76398,5484739,2905801,232464080,176407424,116773888,115730934,77377856,47246745600,432.218,20302409172,13509821584,1431078918,-7691733568,160518018,3518856579,8213562787,542634152,3769068206
83,5.23751,4046,150148,4504089911,4340877431,14828278,12966498,77858,5600065,2950934,236074720,177352256,119243264,119013434,78778848,48257771520,433.714,20879357690,13738230873,1444359478,-7854946048,163212480,3629251014,8384413031,550400374,3790477057
84,5.36347,4153,150529,4558295438,4618696155,14925257,13054904,80372,5731739,3017224,241377920,188337024,119793536,119801780,79127712,49277399040,122.469,21424473736,13991912550,1447771268,-7794545331,18446744073649150899,3663515267,8426914776,653380518,3965315637
85,5.71812,4376,187273,4659201764,4645970416,14941162,13065699,80712,5863315,3067312,245384960,189914304,120120640,119930704,81613760,50296299520,34.0747,22093692051,14039240545,1709619829,-7807776679,13231348,3677480706,8443745957,659083889,3986886527
86,5.28002,4485,216201,4712614426,4668142222,15001212,13110361,81129,5994894,3117225,249378000,190970816,121105536,120413173,83230336,51315251200,108.549,22764291149,14116197077,1914371869,-7852248883,44472204,3720479038,8494830866,667360195,4000782027
87,4.92958,4584,226263,4793198592,4684666608,15160211,13234143,81518,6126492,3167083,253366640,191800576,123359424,121687102,84789312,52334315520,255.509,23435555841,14264151732,1989160472,-7960780867,108531984,3818540859,8607803443,672352887,4012313721
88,4.96545,4709,235640,4812582638,4698909582,15351707,13389265,81921,6258093,3216960,257356800,192539520,125687424,123221085,86345376,53353451520,283.381,24106663173,14415432605,2057992237,-8074453923,113673056,3921312517,8724440445,675761706,4023147876
89,4.91782,4820,239865,4843881664,4714862617,15606447,13602980,82400,6389710,3266777,261342160,193350272,128313152,125261392,87866848,54372659200,344.755,24778360993,14586341013,2089621607,-8203472970,129019047,4043466312,8857415143,679944889,4034917728
90,4.92659,4939,244055,4859775529,4728394957,15897227,13852131,82910,6521331,3316599,265327920,194047296,130977472,127590166,89407008,55391877120,380.571,25449984091,14757379772,2121264758,-8334853542,131380572,4170783169,8991919460,683290934,4045104023
91,4.83545,5055,247814,4874398805,4741960642,16230097,14142453,83468,6652951,3366420,269313600,194654144,133700544,130255916,90948320,56411115520,405.348,26121690041,14930426362,2149746770,-8467291705,132438163,4305733901,9129008358,688142953,4053817689
92,4.9806,5125,248815,4913573315,4780695127,16586474,14456523,84707,6789356,3420253,273620240,196612928,136408320,133113127,92439136,57475020800,432.439,26804936345,15131761531,2157457904,-8600169893,132878188,4447678595,9269647728,695968457,4084726670
93,5.01623,5251,253487,4925446060,4794699262,16946551,14774895,85450,6925770,3470576,277646080,197307200,139077440,135997450,94127648,58538926080,444.279,27517714826,15302907194,2192688107,-8730916691,130746798,4580164751,9404048584,699875921,4094823341
94,4.9759,5373,256862,4944195445,4806943228,17349234,15134115,86285,7062177,3520920,281673600,197910912,141859136,139223081,95709440,59602882560,463.735,28230128104,15479518735,2218123585,-8868168908,137252217,4717581654,9544396673,703151732,4103791496
95,4.96654,5476,259829,4957644679,4820383517,17789942,15530927,87200,7198603,3571264,285701120,198509312,144668544,142753320,97274048,60666931200,505.831,28942691473,15658137281,2240288859,-9005430070,137261162,4860450558,9686117914,707778110,4112605407
96,5.04359,5578,262295,4972838492,4834792651,18260091,15957727,88167,7335032,3621567,289725360,199309312,147442944,146519339,98805408,61731010560,505.757,29655570857,15838000962,2259170179,-9143475911,138045841,5008188313,9827171696,710920055,4123872596
97,5.0173,5695,264899,4986494059,4845626012,18772680,16425697,89175,7471465,3671829,293746320,199833344,150298560,150625083,100375712,62795141120,522.284,30368823402,16017606295,2278741453,-9284343958,140868047,5156794995,9971036516,714054364,4131571648
98,4.99984,5816,267425,4997366777,4855877850,19320240,16928389,90228,7607907,3722086,297766880,200310080,153170112,155010828,101948832,63859333120,547.973,31082245489,16197344866,2298032030,-9425832885,141488927,5306620083,10115415176,717081014,4138796836
