#Backup ID,Backup Online Processtime(s),Online Load Times,Online Delta num,Online Size,Offline Size,Offline Delta times,Offline Decompress times,Offline Delete times,Logic chunk num,Unique chunk num,FpIndex size,SfIndex size,Localmap size,Coldmap size,Deltamap size,total logical size,offline_time,online_dedupReduce,online_lz4Reduce,online_deltaReduce,offlineDelta_diff,offlineDelta_sum,offlineReDelta_sum,offlineRelz4_sum,_sum_Delta_size,_sum_Lz4_size
0,1.63407,9,32,100594084,100594084,0,0,0,24641,24495,1959600,4684416,0,0,1632,208250880,8.9e-05,1127989,106281242,247565,0,0,0,0,56837,100537247
1,1.45197,33,8452,130320561,130320561,0,0,0,49838,39626,3170080,5971264,0,0,538720,420976640,0.000303,77093471,135405450,78157158,0,0,0,0,1394014,128926547
2,1.49609,69,17234,158117594,156361986,716,309,23,75769,54678,4374240,7095872,26048,5843,952960,640409600,2.36182,159458006,163360533,159473467,-1755608,1755608,157872,1848813,3047197,153314789
3,1.50375,110,24255,190903595,181456948,5523,2936,74,102154,69374,5549920,8147200,165696,44554,1341984,864501760,12.2441,248725373,198024768,225092416,-11202255,9446647,795472,11769832,4863337,176593611
4,1.35242,152,25717,245316054,210715577,25446,14944,142,128934,85204,6816320,9374080,672512,204278,1735520,1092659200,43.5356,332019363,265012437,239109091,-45802732,34600477,3194894,48016745,6755343,203960234
5,1.48232,208,27749,276111112,242429273,47351,29083,228,156457,101934,8154720,10693824,1170240,379940,2152864,1326612480,48.1475,413501574,332812794,258384268,-79484571,33681839,5888555,83765123,9209628,233219645
6,1.5649,272,30176,306724986,272864214,70570,44502,335,184290,118788,9503040,11957952,1669568,566227,2588320,1563217920,50.6726,496131554,399291395,281585414,-113345343,33860772,9138572,119625497,11583357,261280857
7,1.52027,331,31832,343940298,306374653,99345,64563,462,212510,136407,10912560,13339136,2227456,797062,3023136,1803356160,57.1844,576072305,472842731,297155483,-150910988,37565645,13507240,159803778,14500089,291874564
8,1.69483,390,33818,381349496,340631174,129661,85555,608,241451,155151,12412080,14753920,2824512,1040320,3510880,2049822720,61.9496,652356600,548948600,316257036,-191629310,40718322,18404949,203124569,17411480,323219694
9,1.67043,466,36712,404379764,366477460,159959,107263,774,270745,172102,13768160,15793984,3374464,1283534,3992928,2300139520,58.2614,745473835,614701866,343954745,-229531614,37902304,23540164,243121694,19940669,346536791
10,1.78808,528,39105,433887324,394665307,196318,134447,967,300593,189672,15173760,16930240,3962368,1575371,4458336,2554542080,64.3925,838570276,685693869,366858997,-268753631,39222017,29791450,285086601,23019756,371645551
11,1.7715,582,40625,470315677,426491123,236942,165163,1176,331389,208165,16653200,18271616,4596864,1901400,4920416,2817464320,69.6944,931766067,765337611,381291334,-312578185,43824554,37354751,330981919,25297792,401193331
12,1.8568,642,42703,500451700,460437094,277585,196338,1407,362473,226816,18145280,19621248,5203392,2227683,5396480,3082168320,67.9188,1025548125,842612627,400977683,-352592791,40014606,44610332,374771011,29374496,431062598
13,1.94132,688,43902,549928508,503970124,324910,232810,1666,394467,248136,19850880,21384896,5898240,2607578,5897824,3355002880,77.4828,1105497193,935330423,411653965,-398551175,45958384,53604251,424866534,33699886,470270238
14,1.9994,749,45070,594560469,550250104,369691,267273,1952,427730,269719,21577520,23309760,6559104,2967256,6382048,3639654400,76.6925,1193548449,1030024039,422970268,-442861540,44310365,63077968,472357949,37106407,513143697
15,2.10866,833,47593,634809568,592046462,413317,300876,2255,461573,291289,23303120,25028608,7200768,3317755,6923520,3929231360,75.2079,1286362675,1118466775,446730802,-485624646,42763106,71907013,518398616,40868064,551178398
16,2.04126,904,49347,683006893,642635278,454288,332437,2571,495907,313484,25078720,27127936,7803328,3647095,7394720,4223057920,69.697,1377714707,1213299692,463411982,-525996261,40371615,80704946,562446372,44807500,597827778
17,2.22199,987,51103,736715477,706525008,496974,365247,2904,533891,338250,27060000,29619520,8436736,3990240,7892544,4533319680,72.6814,1477945546,1313553900,479108496,-556186730,30190469,89663012,608077532,60514886,646010122
18,2.36601,1053,52540,813406035,755143042,547587,403731,3257,573226,363914,29113120,31920256,9213184,4396893,8477408,4869498880,87.7611,1580768804,1426486865,492650446,-614449723,58262993,109562271,661755888,56523986,698619056
19,2.48761,1137,55264,858693570,806544092,600053,444310,3612,614460,390057,31204560,34113664,9974272,4818396,9107264,5222645760,89.4065,1694967826,1536028814,518505827,-666599201,52149478,123104514,716054443,59166551,747377541
20,2.52725,1230,58378,908379071,854469093,655610,487528,4003,657190,416136,33290880,36136320,10764416,5264799,9754240,5588357120,92.694,1821298679,1643904521,548175648,-720509179,53909978,135788248,773189177,62989190,791479903
21,2.61268,1317,61297,964672409,907563807,717606,536298,4396,701984,444128,35530240,38391744,11611200,5762724,10418368,5970749440,100.379,1947945757,1761422108,576199987,-777617781,57108602,149619749,834047124,67296687,840267120
22,2.65367,1399,64627,1017622047,958360620,784718,589558,4821,748244,472329,37786320,40485568,12498176,6301729,11133952,6365849600,106.534,2084043665,1878933503,607632604,-836879208,59261427,164175720,897721642,72304074,886056546
23,2.65881,1493,67139,1070998280,1003020719,861196,650399,5266,795533,500237,40018960,42333184,13499456,6915770,11880512,6770524160,119.275,2231071622,1999940323,631634727,-904856769,67977561,181085364,969262359,76254819,926765900
24,2.75127,1577,70152,1116289494,1049230386,937999,711675,5721,843831,528928,42314240,44261888,14494016,7532429,12633152,7183421440,118.215,2379879231,2121834433,660561513,-971915877,67059108,197710845,1040577048,80939898,968290488
25,2.70564,1668,73045,1161442146,1094402231,1022088,780139,6217,892453,557325,44586000,46135680,15494528,8207621,13373760,7597076480,123.116,2532953771,2242253704,688510982,-1038955792,67039915,215339461,1111976193,85752078,1008650153
26,2.87697,1754,75449,1219329272,1148698022,1109620,851360,6761,943081,588339,47067120,48475456,16538880,8910581,14121632,8028426240,130.754,2680826906,2377849649,711464621,-1109587042,70631250,234218368,1186562085,90021619,1058676403
27,2.87322,1867,79176,1261658307,1192895675,1199073,924852,7296,994732,617593,49407440,50289664,17560960,9628864,14920416,8468920320,128.957,2850827085,2500574146,746273740,-1178349674,68762632,252618693,1259360228,94538329,1098357346
28,2.85741,1947,81309,1321448214,1241663760,1308062,1015048,7940,1047519,648825,51906000,52246336,18764544,10503980,15752032,8918517760,156.312,3012861594,2639458009,766400269,-1258134128,79784454,274666228,1345279021,100986202,1140677558
29,2.94787,2062,85619,1353252545,1283926303,1404943,1095766,8525,1100481,678191,54255280,53933888,19799744,11281929,16563872,9369497600,136.345,3191999268,2758768316,807343343,-1327460370,69326242,295243844,1419407014,106392159,1177534144
30,3.92845,2155,86126,1497080778,1457131635,1480360,1159492,9313,1161683,730293,58423440,61580224,20548416,11889197,17047328,9891061760,101.566,3259751468,2994725502,812043642,-1367409513,39949143,311081516,1471536005,118759532,1338372103
31,3.94427,2383,101752,1538418723,1508115580,1511744,1183629,9725,1224165,764459,61156720,63737792,21012864,12142313,18284512,10425190400,54.1951,3476054732,3082843047,960464385,-1397712656,30303143,319623652,1503702709,122878087,1385237493
32,3.84674,2572,115392,1600011177,1557193134,1559423,1221254,10175,1287906,799067,63925360,65820416,21656448,12525979,19246080,10969159680,74.6378,3698912309,3182480497,1090043041,-1440530699,42818043,332100017,1548764116,127199578,1429993556
33,3.58663,2695,123012,1677205467,1603395796,1642944,1287480,10706,1352398,833924,66713920,67707456,22764096,13196786,20229696,11518976000,126.878,3926063676,3313838088,1161338070,-1514340370,73809671,351186020,1626932472,132648910,1470746886
34,3.57011,2821,128340,1737407242,1651917233,1741768,1366455,11231,1418053,869731,69578480,69723712,24034752,13989995,21215232,12079032320,149.392,4153802344,3461175727,1212306637,-1599830379,85490009,374045514,1717090123,138000746,1513916487
35,3.58519,2949,133126,1793839649,1703404651,1856312,1459983,11810,1485051,906885,72550800,71880576,25380352,14909226,22224864,12650547200,164.329,4381235100,3618447613,1257194459,-1690265377,90434998,398964804,1812438350,143550375,1559854276
36,3.58951,3088,137650,1845533726,1751746353,1980301,1562393,12396,1552883,943650,75492000,73901440,26761856,15904044,23238496,13229209600,178.605,4618229336,3774751394,1300429767,-1784052750,93787373,425567749,1910838054,148725485,1603020868
37,3.61514,3225,141670,1895527932,1800407397,2110682,1670467,13014,1620506,980487,78438960,75888192,28190912,16950158,24254752,13805813760,188.773,4852771870,3934735357,1338725851,-1879173285,95120535,453082910,2011839209,155096271,1645311126
38,3.75671,3398,147409,1937214102,1844252212,2241238,1779478,13624,1688546,1017268,81381440,77685760,29570560,17997640,25310080,14386237440,178.629,5091633912,4084661349,1393554792,-1972135175,92961890,480460184,2109289297,160180297,1684071915
39,3.60369,3534,151017,1992021116,1893491568,2397596,1912774,14349,1757006,1054333,84346640,79653952,31047232,19252105,26323424,14970695680,201.403,5330626141,4247372986,1428540262,-2070664723,98529548,511594508,2214025336,166829462,1726662106
40,2.66001,3562,151360,2021531430,1929907297,2571184,2065686,15334,1810412,1083547,86683760,81190400,32371904,20645726,27118560,15425167360,179.585,5513761015,4387498104,1431712088,-2162288856,91624133,556093954,2307749609,168976758,1760930539
41,2.80232,3617,152331,2058293127,1971281997,2745020,2218998,16329,1864540,1113534,89082720,82779968,33686080,22041373,27937824,15886080000,209.42,5696867449,4527638117,1440992451,-2249299986,87011130,596068857,2400944473,175284968,1795997029
42,2.84998,3688,153731,2097399565,2007828311,2921807,2375123,17325,1919273,1143338,91467040,84230016,35008768,23460633,28781312,16352163840,205.473,5886502744,4664938901,1454022644,-2338871240,89571254,637644399,2495217930,180131901,1827696410
43,2.89146,3766,155002,2137170555,2047893011,3107262,2539416,18364,1974837,1173737,93898960,85715520,36364480,24949452,29627456,16824729600,212.282,6077342917,4805094673,1466250215,-2428148784,89277544,680048153,2591686913,187463606,1860429405
44,2.89347,3839,156343,2175940853,2085370399,3299328,2710150,19403,2031182,1204027,96322160,87136704,37730496,26491135,30481152,17304453120,220.097,6275477097,4945132973,1479753413,-2518719238,90570454,723957874,2688358432,193708562,1891661837
