Backup ID,Backup Size(MB),dataTranTime(us/MB),fpTime(ms/MB),freqTime(ms/MB),firstDedupTime(ms/MB),secondDedupTime(ms/MB),total_dedupTime(ms/MB),sfTime(ms/MB),checkTime(ms/MB),lz4compressTime(ms/MB),deltacompressTime(ms/MB),encTime(ms/MB),Total size(MB)
17,366.436,0.201874,0.901834,0.0276279,0.0771766,0.388403,1.39504,3.70421,0.0850943,0.56719,0.596796,0.128034,6731.005859
18,366.455,0.200791,0.90205,0.0279404,0.0786044,0.381304,1.3899,3.57882,0.0827652,0.549517,0.581221,0.12386,7097.460938
19,358.242,0.199878,0.902663,0.028331,0.079041,0.369706,1.37974,3.46449,0.0807876,0.532649,0.570072,0.120106,7455.703125
0,357.461,0.188684,0.903628,0.0217634,0.0642867,0.897101,1.88678,8.79081,0.109525,1.6701,0.844238,0.336067,357.460938
1,349.277,0.210831,0.89978,0.0199552,0.0674974,0.634139,1.62137,6.19443,0.100503,1.03527,0.73872,0.225453,706.738281
2,350.332,0.20162,0.899159,0.0197409,0.0673512,0.542004,1.52826,5.27211,0.0969831,0.821576,0.714829,0.186413,1057.070312
3,352.09,0.197297,0.898997,0.0198609,0.0679838,0.498363,1.4852,4.76652,0.0960317,0.702211,0.697747,0.166535,1409.160156
4,351.504,0.194372,0.901574,0.0229271,0.0682214,0.462621,1.45534,4.39686,0.0939112,0.636121,0.666834,0.155144,1760.664062
5,288.975,0.19406,0.904072,0.0240612,0.0693566,0.451722,1.44921,4.27037,0.0941346,0.614288,0.675445,0.151929,2049.638672
6,475.41,0.198893,0.903063,0.0239659,0.0735099,0.537404,1.53794,5.04365,0.10208,0.820737,0.727506,0.181045,2525.048828
7,333.418,0.197231,0.902789,0.0242662,0.0760065,0.563155,1.56622,5.36353,0.109556,0.867162,0.776953,0.189572,2858.466797
8,350.195,0.195789,0.901239,0.023579,0.07829,0.572005,1.57511,5.50935,0.114279,0.885275,0.814241,0.192015,3208.662109
9,350.195,0.194285,0.900449,0.0228872,0.0748487,0.514857,1.51304,4.96722,0.103928,0.797931,0.735632,0.172826,3558.857422
10,360.557,0.196984,0.901012,0.0227731,0.0749612,0.48177,1.48052,4.64862,0.0983392,0.746513,0.699597,0.161784,3919.414062
11,297.832,0.199067,0.901257,0.0229721,0.0750869,0.458396,1.45771,4.41538,0.0943663,0.708547,0.677748,0.153702,4217.246094
12,297.686,0.198004,0.901563,0.0234737,0.0763478,0.453082,1.45447,4.34838,0.0944187,0.693869,0.678591,0.152085,4514.931641
13,484.023,0.200637,0.9023,0.0243257,0.0743849,0.415456,1.41647,3.96798,0.0877723,0.630491,0.632095,0.139185,4998.955078
14,498.467,0.198953,0.902754,0.024985,0.0749006,0.406188,1.40883,3.86496,0.0873364,0.603904,0.628861,0.134841,5497.421875
15,498.555,0.200262,0.902169,0.0246509,0.0750987,0.391356,1.39328,3.72758,0.085696,0.578096,0.614424,0.129333,5995.976562
16,368.594,0.199216,0.902757,0.025315,0.0765557,0.399732,1.40436,3.81795,0.0886926,0.593131,0.613924,0.131759,6364.570312
17,366.436,0.200494,0.903112,0.0258345,0.0761778,0.388763,1.39389,3.71265,0.0871935,0.574172,0.594577,0.12777,6731.005859
18,366.455,0.199506,0.903628,0.0265843,0.0776654,0.382115,1.38999,3.58726,0.0848222,0.556302,0.579482,0.123758,7097.460938
19,358.242,0.200912,0.904183,0.0269033,0.0781834,0.370275,1.37955,3.47249,0.0827292,0.539051,0.568171,0.119953,7455.703125
0,357.461,0.214927,0.91037,0.0297955,0.0629999,0.926169,1.92933,8.8,0.103471,1.65809,0.862279,0.342311,357.460938
1,349.277,0.201986,0.909228,0.0268558,0.0675851,0.651825,1.65549,6.19738,0.096419,1.02601,0.755169,0.228904,706.738281
2,350.332,0.195065,0.903967,0.0234853,0.0677382,0.551815,1.54701,5.26896,0.093428,0.812785,0.725266,0.188269,1057.070312
3,352.09,0.191986,0.902028,0.0225588,0.0692469,0.505419,1.49925,4.76322,0.0930959,0.694275,0.708749,0.167939,1409.160156
4,351.504,0.195599,0.902466,0.0237765,0.0698202,0.466844,1.46291,4.39371,0.091424,0.628569,0.676446,0.155656,1760.664062
5,288.975,0.193952,0.900079,0.0212215,0.0709359,0.450072,1.44231,4.26626,0.0916796,0.605459,0.679592,0.150647,2049.638672
6,475.41,0.19847,0.903139,0.0248677,0.0754457,0.540031,1.54348,5.03783,0.0995593,0.80878,0.733321,0.18114,2525.048828
7,333.418,0.19938,0.903248,0.0256425,0.0782829,0.566764,1.57394,5.35653,0.106927,0.855578,0.783062,0.190089,2858.466797
8,350.195,0.197619,0.903857,0.0265191,0.0802394,0.578523,1.58914,5.50234,0.111373,0.873839,0.825835,0.193656,3208.662109
9,350.195,0.199494,0.903969,0.0266096,0.0765456,0.521821,1.52895,4.96127,0.101357,0.787918,0.746762,0.174669,3558.857422
10,360.557,0.198026,0.903387,0.0256457,0.0763349,0.487416,1.49278,4.64272,0.095924,0.73703,0.709565,0.163199,3919.414062
11,297.832,0.199973,0.903466,0.0257903,0.0763503,0.463639,1.46924,4.4096,0.0920707,0.699655,0.687533,0.154978,4217.246094
12,297.686,0.201658,0.903711,0.0260982,0.0777478,0.457959,1.46552,4.34249,0.0922041,0.685131,0.688254,0.153214,4514.931641
13,484.023,0.199556,0.904169,0.026646,0.0756322,0.41987,1.42632,3.96255,0.0857379,0.622529,0.640538,0.140173,4998.955078
14,498.467,0.20083,0.904427,0.0261958,0.0764877,0.40909,1.4162,3.85929,0.0854808,0.596218,0.637285,0.13551,5497.421875
15,498.555,0.199305,0.905614,0.0264756,0.0766809,0.394807,1.40358,3.72221,0.0839885,0.570961,0.623386,0.13031,5995.976562
16,368.594,0.198356,0.905734,0.0268706,0.0781131,0.402758,1.41348,3.81174,0.0868817,0.585953,0.622152,0.132716,6364.570312
17,366.436,0.199022,0.905876,0.0271811,0.0777554,0.391495,1.40231,3.70682,0.0853921,0.567484,0.60267,0.128638,6731.005859
18,366.455,0.19807,0.905658,0.0269317,0.0792819,0.383666,1.39554,3.58109,0.0830772,0.549595,0.586427,0.124213,7097.460938
19,358.242,0.197306,0.905116,0.0262902,0.0797288,0.370722,1.38186,3.46611,0.081064,0.53235,0.574447,0.12005,7455.703125
0,357.461,0.220156,0.904726,0.0244226,0.0631342,0.919772,1.91205,8.8126,0.109293,1.67772,0.856978,0.340679,357.460938
1,349.277,0.218444,0.899782,0.0210549,0.0675469,0.64619,1.63457,6.20515,0.100391,1.03897,0.744174,0.227758,706.738281
2,350.332,0.206798,0.905739,0.0257731,0.0681194,0.557864,1.5575,5.28024,0.0967447,0.826231,0.72252,0.190756,1057.070312
3,352.09,0.208756,0.904954,0.0252367,0.0689744,0.512492,1.51166,4.7744,0.0956981,0.70617,0.70541,0.170773,1409.160156
4,351.504,0.203712,0.90426,0.0251439,0.0691756,0.471784,1.47036,4.40307,0.093651,0.638879,0.670478,0.157928,1760.664062
5,288.975,0.200925,0.903334,0.0245857,0.0703626,0.456725,1.45501,4.27368,0.0937941,0.615248,0.676454,0.15326,2049.638672
