Backup ID,Backup Online Processtime(s),Online Load Times,Online Delta num,Online Size,Offline Size,Offline Delta times,Offline Decompress times,Offline Delete times,Logic chunk num,Unique chunk num,FpIndex size,SfIndex size,Localmap size,Coldmap size,Deltamap size,total logical size,offline_time,online_dedupReduce,online_lz4Reduce,online_deltaReduce,offlineDelta_diff,offlineDelta_sum,offlineReDelta_sum,offlineRelz4_sum,_sum_Delta_size,_sum_Lz4_size
10,18.6092,543,3954,860644560,855962170,81095,59979,1328,6576018,170688,13655040,27731520,1365568,655296,1063904,94477746176,30.2626,92907444263,626381916,33361743,-54596084,4682390,174263356,86899122,44518089,811444081
11,18.6136,576,4103,870002375,867619358,91942,70033,1466,7172565,173447,13875760,28079360,1416512,742746,1102976,103066632192,22.8714,101467450779,640181574,34401380,-56979101,2383017,207341942,90792675,46563645,821055713
12,19.1082,614,4493,904100941,902399013,103387,80726,1603,7768591,179273,14341840,28978112,1464640,834983,1147840,111655518208,25.449,110000215514,657323320,36899332,-58681029,1701928,243183554,94311583,50116609,852282404
13,19.136,660,4746,939041678,934233673,117588,92795,1804,8364315,186287,14902960,29864320,1601536,949588,1246528,120244404224,38.5965,118516184752,691815925,38680840,-63489034,4808005,282383820,103609146,55647047,878586626
14,18.7168,714,5069,965013146,960493470,132625,105963,2000,8959750,192236,15378880,30584704,1721280,1070832,1335296,128833290240,37.2302,127042266193,721318840,41203027,-68008710,4519676,325687039,112278536,61079922,899413548
15,18.6839,761,5320,1005902841,1001037623,148941,120304,2213,9555592,200085,16006800,31660352,1848448,1202417,1425408,137422176256,30.1371,135552472326,752798410,42993969,-72873928,4865218,373378498,121208061,66216457,934821166
16,18.6535,803,5644,1036211605,1031264597,166068,135590,2432,10151063,206500,16520000,32471424,1967616,1340520,1514464,146011062272,32.3017,144074847956,781902300,45226483,-77820936,4947008,425301561,129858447,71370188,959894409
17,18.6028,849,5875,1058936053,1054929951,183737,151630,2635,10746509,211749,16939920,33118848,2072704,1482887,1587904,154599948288,36.6416,152609031672,807117918,47041709,-81827038,4006102,480060516,137052836,75396090,979533861
18,19.6843,890,6101,1080095262,1077391333,199187,165941,2831,11341783,216232,17298560,33716480,2145600,1607459,1643072,163188834304,32.6955,161152293281,825893835,48724888,-84530967,2703929,534374643,142444944,78972718,998418615
19,18.9406,935,6470,1123073083,1117193921,217509,181888,3096,11937069,224744,17979520,34817984,2299200,1755320,1749696,171777720320,42.0433,169652341774,866417813,51356683,-90410129,5879162,592867437,153518639,85739088,1031454833
20,18.6295,981,6760,1147712643,1144058010,237863,200792,3323,12532503,230313,18425040,35552000,2392064,1919255,1819648,180366606336,30.5344,178182838561,891661923,53983080,-94064762,3654633,658886393,160331342,89823879,1054234131
21,18.6616,1042,7039,1180343693,1175709821,257280,218336,3575,13128330,236831,18946480,36385920,2513024,2075835,1903616,188955492352,44.2574,186703485023,921265498,56333376,-98698634,4633872,724413232,168879969,94794336,1080915485
22,19.1213,1106,7327,1210175171,1206208438,277036,236546,3818,13724614,242852,19428160,37189056,2612160,2235090,1978752,197544378368,34.7629,195230029193,946779615,58695755,-102665367,3966733,793408808,176351508,99400332,1106808106
23,18.9093,1150,7615,1234130173,1230764686,297444,255537,4065,14321201,248008,19840640,37849152,2703360,2399573,2045824,206133264384,32.7822,203765937336,969383960,61147548,-106030854,3365487,865538144,182754564,103435376,1127329310
24,19.0338,1210,7858,1259338323,1254940664,318892,275456,4319,14918079,253296,20263680,38521728,2801856,2572379,2117952,214722150400,41.5084,212299298695,994146763,63335765,-110428513,4397659,940859237,190066095,107138166,1147802498
25,19.1537,1254,8755,1312082768,1306833310,343294,297273,4613,15514344,263864,21109120,39879680,2967680,2769049,2248768,223311036416,45.5266,220778045239,1041892244,68587652,-115677971,5249458,1022420498,202463673,118634925,1188198385
26,18.7267,1307,9045,1341212213,1337134298,367818,319940,4885,16110797,270198,21615840,40682176,3086656,2966569,2333280,231899922432,43.4291,229300467030,1071853281,70711937,-119755886,4077915,1110231591,211524061,124716086,1212418212
27,18.6807,1364,9310,1369661142,1365649300,393612,343961,5163,16707645,276189,22095120,41439168,3200512,3174287,2412992,240488808448,38.3087,237826131997,1100355971,72903452,-123767728,4011842,1202550415,219711221,129840572,1235808728
28,18.8656,1420,9695,1409529460,1404207865,418911,367224,5467,17305024,284120,22729600,42483008,3335040,3378183,2438048,249077694464,52.9955,246332755486,1135986870,75654920,-129089323,5321595,1297993616,229625905,136060484,1268147381
29,18.7596,1475,10029,1446713743,1441754546,445290,391443,5769,17903139,291725,23338000,43461248,3473472,3590709,2537632,257666580480,42.4753,254842576130,1169891164,78310120,-134048520,4959197,1397728749,239947759,142645991,1299108555
