Backup ID,Backup Online Processtime(s),Online Load Times,Online Delta num,Online Size,Offline Size,Offline Delta times,Offline Decompress times,Offline Delete times,Logic chunk num,Unique chunk num,FpIndex size,SfIndex size,Localmap size,Coldmap size,Deltamap size,total logical size,offline_time,online_dedupReduce,online_lz4Reduce,online_deltaReduce,offlineDelta_diff,offlineDelta_sum,offlineReDelta_sum,offlineRelz4_sum,_sum_Delta_size,_sum_Lz4_size
0,23.8084,143,2833,622527290,609913080,5833,2085,107,598895,116850,9348000,20945728,240320,47199,285600,8588886016,25.5383,7577242754,363258723,25857249,-12614210,12614210,3715534,15284652,7651845,602261235
1,18.0651,224,3904,639228388,637886887,9266,4894,160,1197560,122453,9796240,21692416,280704,74920,364960,17177772032,9.55685,16109115380,380805054,36009000,-13955711,1341501,10792029,17478674,11201728,626685159
2,18.3764,329,5368,667023558,664437663,14193,8574,245,1796008,129193,10335440,22463040,360768,114761,495744,25766658048,15.4842,24626229913,408283905,51164961,-16541606,2585895,20507647,21887194,15781505,648656158
3,18.0991,388,5953,677552551,675616582,19626,13216,312,2394289,132218,10577440,22778752,411456,158552,555104,34355544064,8.94617,33181971849,422624171,56853887,-18477575,1935969,32634850,24675386,18052448,657564134
4,18.1151,473,6754,701158049,699275676,25804,18588,390,2992254,137183,10974640,23421248,463296,208366,623360,42944430080,14.0253,41719690099,441275298,63829059,-20359948,1882373,47585902,27693694,21604752,677670924
5,18.2421,558,7198,722500038,720161319,32864,24634,479,3590141,141681,11334480,24002688,528704,265267,684672,51533316096,11.2974,50261947521,460369788,68138801,-22698667,2338719,64221676,31635000,24298488,695862831
6,18.2765,650,7779,745495413,743225286,40008,30851,571,4187832,146604,11728320,24642944,592640,322855,725952,60122202112,19.4358,58800648944,479921039,73438049,-24968794,2270127,82271236,35250990,27296242,715929044
7,18.3748,741,8618,780724585,777299439,48525,38132,691,4785201,153531,12282480,25555456,676288,391583,811808,68711088128,21.8131,67317831644,507460757,80102348,-28393940,3425146,104195939,40687096,32404813,744894626
8,19.4233,808,9006,794475073,792703840,56781,45745,797,5382415,156743,12539440,25970496,717696,458153,854784,77299974144,11.8462,75873466198,520235716,83403217,-30165173,1771233,128148783,43384471,34533927,758169913
9,18.4954,916,9686,835375478,831860187,66990,54496,944,5979346,164425,13154000,27030720,811584,540560,942080,85888860160,18.2309,84385714437,548820113,88784959,-33680464,3515291,155271278,49269399,39457723,792402464
10,18.5132,1007,10361,862053027,858097234,77553,63377,1101,6576018,170688,13655040,27773184,921024,625841,1036416,94477746176,23.1538,92907444263,580497839,94070583,-37636257,3955793,185360693,56119336,44875415,813221819
