BackID Process Time
0,24.8764
1,25.5291
2,30.3984
3,31.2436
4,30.6276
5,31.4979
6,31.3804
7,28.8896
8,29.1962
9,30.3309
10,28.5248
11,29.0593
12,29.064
13,30.7167
14,31.0594
15,31.2855
16,29.6779
17,31.5771
18,29.5198
19,29.0727
20,28.2687
21,26.3274
22,28.7538
23,29.166
24,29.8892
25,42.1305
26,40.8
27,37.1748
28,40.9769
29,40.747
