Backup ID,Backup Online Processtime(s),Online Load Times,Online Delta num,Online Size,Offline Size,Offline Delta times,Offline Decompress times,Offline Delete times,Logic chunk num,Unique chunk num,FpIndex size,SfIndex size,Localmap size,Coldmap size,Deltamap size,total logical size,offline_time,online_dedupReduce,online_lz4Reduce,online_deltaReduce,offlineDelta_diff,offlineDelta_sum,offlineReDelta_sum,offlineRelz4_sum,_sum_Delta_size,_sum_Lz4_size
0,25.1414,215,4503,616254723,609720599,4453,2457,92,598895,116850,9348000,20955200,127872,36084,280992,8588886016,22.4876,7577242754,352431666,42956873,-6534124,6534124,3994252,8319652,7154604,602565995
1,18.8579,314,5914,638284723,637689767,7555,5272,129,1197560,122453,9796240,21703680,146304,61085,361056,17177772032,4.69039,16109115380,366993349,56844456,-7129080,594956,11129964,9344931,10719494,626970273
2,19.1592,441,7925,665540896,664223273,12082,9102,191,1796008,129193,10335440,22474560,191104,97611,491744,25766658048,10.7485,24626229913,389687652,78070507,-8446703,1317623,21301655,11722545,15302807,648920466
3,18.9069,509,8859,676388227,675408056,16907,13513,245,2394289,132218,10577440,22790976,219008,136465,544384,34355544064,11.2042,33181971849,400944426,87792859,-9426874,980171,33265243,13167109,17573794,657834262
4,18.9899,604,10088,699935545,699101033,22484,18733,301,2992254,137183,10974640,23435712,242048,181361,612128,42944430080,10.9156,41719690099,415927374,99450188,-10261386,834512,48232840,14499745,21171077,677929956
5,18.9718,703,10836,721609108,719978399,29022,24572,377,3590141,141681,11334480,24018368,287360,234029,673280,51533316096,14.3283,50261947521,432400747,107097334,-11892095,1630709,64830903,17175405,23877927,696100472
6,18.9786,817,11683,744632841,743086495,35180,30064,460,4187832,146604,11728320,24661632,332480,283676,735168,60122202112,10.4766,58800648944,449651617,115376615,-13438441,1546346,82211202,19713078,26944800,716141695
7,19.2372,940,12862,779615706,777210019,42724,36671,563,4785201,153531,12282480,25576704,392704,344535,822432,68711088128,17.5519,67317831644,474743022,125459315,-15844128,2405687,103779916,23568335,32267771,744942248
8,18.6831,1020,13482,793871558,792637443,50026,43558,652,5382415,156743,12539440,25993088,419392,403372,865568,77299974144,16.2849,75873466198,485526535,131265725,-17078243,1234115,127075435,25435997,34500762,758136681
9,20.3162,1152,14568,834334266,831846697,59167,51636,777,5979346,164425,13154000,27052608,487936,477117,953408,85888860160,22.7782,84385714437,510883502,140849712,-19565812,2487569,153945563,29617073,39483700,792362997
10,19.713,1291,15529,861321853,858115284,69955,61014,918,6576018,170688,13655040,27795968,579072,564118,1048576,94477746176,25.3644,92907444263,540546610,148867638,-22772381,3206569,185246340,35111504,44998925,813116359
11,19.7787,1375,16074,871157120,869877458,79781,70454,1024,7172565,173447,13875760,28145920,604032,643256,1087616,103066632192,17.8235,101467450779,551532216,153719696,-24052043,1279662,218092145,36871695,47140821,822736637
12,19.1059,1471,16920,905454017,904625900,90245,80630,1125,7768591,179273,14341840,29046208,622464,727473,1132288,111655518208,18.4875,110000215514,565564836,160231798,-24880160,828117,254101284,38078442,50613389,854012511
13,19.4932,1615,17736,939921587,936467983,103307,92146,1292,8364315,186287,14902960,29936832,721920,832788,1230464,120244404224,30.6397,118516184752,596317407,167100318,-28333764,3453604,293597950,44412471,56085911,880382072
14,20.0102,1782,18712,965763440,962758806,117156,104800,1457,8959750,192236,15378880,30660928,798592,944373,1318912,128833290240,30.9568,127042266193,621484035,175442808,-31338398,3004634,337464959,49553836,61483858,901274948
15,19.4212,1946,19767,1006487308,1003487970,132151,118645,1621,9555592,200085,16006800,31741760,872768,1065129,1408544,137422176256,29.9123,135552472326,647226095,184652129,-34337736,2999338,385978541,54491283,66780896,936707074
16,20.8461,2118,20888,1036627013,1033607861,147795,133248,1796,10151063,206500,16520000,32556288,939840,1191140,1497792,146011062272,33.2646,144074847956,670525663,194723904,-37356888,3019152,438138539,59259989,71869068,961738793
17,19.9043,2259,21725,1060077974,1057178183,164351,148800,1966,10746509,211749,16939920,33207808,1004800,1324438,1571040,154599948288,23.3319,152609031672,691467311,202014443,-40256679,2899791,493359989,63454758,75753014,981425169
18,20.5348,2413,22581,1080932123,1079852274,180735,164679,2115,11341783,216232,17298560,33806400,1037120,1456255,1626464,163188834304,28.6376,161152293281,705970336,209381885,-41336528,1079849,550993760,65732663,79488351,1000363923
19,19.6042,2609,23787,1123809709,1119643113,199922,182328,2350,11937069,224744,17979520,34911488,1135936,1610910,1736448,171777720320,38.1956,169652341774,740876266,219356043,-45503124,4166596,614011325,72495234,86231840,1033411273
20,19.3092,2749,24672,1148853282,1146566383,219278,200849,2535,12532503,230313,18425040,35648896,1189504,1766659,1806240,180366606336,29.9742,178182838561,762030793,227380576,-47790023,2286899,680862556,76249295,90311752,1056254631
21,19.8337,2953,25827,1180901065,1178194557,238689,219263,2747,13128330,236831,18946480,36483328,1254080,1922983,1860576,188955492352,39.654,186703485023,785114477,238201764,-50496531,2706508,750367266,80700433,95325765,1082868792
22,19.6532,3156,26722,1210997501,1208708889,258449,238109,2933,13724614,242852,19428160,37289216,1312832,2081985,1934880,197544378368,28.0127,195230029193,806354056,246501087,-52785143,2288612,822716063,84994048,99957094,1108751795
23,19.9668,3337,27688,1235242152,1233395475,279049,257976,3134,14321201,248008,19840640,37951296,1360000,2247766,2002400,206133264384,32.9194,203765937336,824091895,255207858,-54631820,1846677,898860148,88100231,104135072,1129260403
