#Backup ID,Backup Online Processtime(s),Online Load Times,Online Delta num,Online Size,Offline Size,Offline Delta times,Offline Decompress times,Offline Delete times,Logic chunk num,Unique chunk num,FpIndex size,SfIndex size,Localmap size,Coldmap size,Deltamap size,total logical size,offline_time,online_dedupReduce,online_lz4Reduce,online_deltaReduce,offlineDelta_diff,offlineDelta_sum,offlineReDelta_sum,offlineRelz4_sum,_sum_Delta_size,_sum_Lz4_size
0,14.4663,16,620,836151045,384891955,108512,595,209,349658,181563,14525040,13211072,6907200,869141,3792096,2869463040,336.671,1282881380,745672588,4758027,-451259090,451259090,578751,512101502,61449102,323442853
1,8.72373,79,1877,614571146,441427844,187956,46105,496,700527,225166,18013280,14701888,9078976,1506128,5125184,5748879360,151.899,3743793558,920534805,18720761,-624402392,173143302,25031530,702649688,79233707,362194137
2,8.86353,173,4929,650159010,475561781,288663,112861,804,1048641,266111,21288880,15357504,11251840,2313316,6445792,8606402560,175.505,6205325664,1076875142,49640352,-798999621,174597229,62349495,893568921,96844816,378716965
3,8.84106,209,5645,710303439,552729649,408382,199610,1181,1400928,309641,24771280,17112128,13361920,3272953,7572896,11506227200,192.437,8682684684,1257279915,56959541,-956573411,157573790,111491430,1078838782,124989432,427740217
4,8.91954,301,9012,759909534,585669834,554079,311587,1535,1749773,350273,28021840,17688896,15520000,4440291,8959680,14379182080,214.408,11157304447,1412515231,92879457,-1130813111,174239700,181881526,1270009806,142643628,443026206
5,8.95477,386,11607,799527328,615772073,730914,452916,1939,2102412,391624,31329920,18223424,17792704,5856991,10239424,17284945920,249.599,13658822550,1573980835,121802096,-1314568366,183755255,266394849,1469849499,159268658,456503415
6,9.02949,466,14706,832402316,643676201,937536,623394,2398,2454706,434179,34734320,18765760,20105984,7512254,11540864,20191088640,269.525,16149298010,1738656187,156163761,-1503294481,188726115,364374109,1672171241,173484508,470191693
7,9.01464,546,15797,863718866,701541073,1160277,813120,2943,2812109,475940,38075200,19985472,22218944,9296907,12683648,23129180160,280.755,18693777114,1904472006,163917693,-1665472274,162177793,468434702,1857784114,197394323,504146750
8,8.83956,627,17295,911506668,735793115,1406423,1024125,3503,3167314,516183,41294640,20576320,24468096,11268875,13970688,26049710080,311.58,21233737782,2061497804,177495552,-1841185827,175713553,590107741,2051369734,215604470,520188645
9,8.81232,699,18393,948731152,778861645,1679724,1261074,4127,3522400,556670,44533600,21037568,26794688,13458403,15234496,28969748480,314.673,23771424370,2221101394,187305737,-2011055334,169869507,723937538,2250792024,245461571,533400074
10,8.79325,784,20548,981374178,799167098,1976742,1524003,4773,3874982,595347,47627760,21422400,28976448,15837769,16443200,31867842560,329.723,26302237172,2370867110,202308766,-2193262414,182207080,883353369,2442157777,255097466,544069632
11,8.82768,863,21699,1006966269,827700969,2292796,1804755,5530,4227381,634533,50762640,21812992,31236096,18369970,17657600,34764001280,341.998,28826733539,2525364421,211674637,-2372527714,179265300,1029975470,2637238178,271249507,556451462
12,9.03769,944,22624,1049448792,858813986,2633095,2107213,6371,4585507,676861,54148880,22409600,33657984,21096567,18945344,37705349120,368.653,31373031151,2690559644,219781819,-2563162520,190634806,1189934197,2843507702,287089597,571724389
13,9.04472,1023,23744,1070994332,880566172,2998668,2436327,7257,4940662,717180,57374400,22857088,35991424,24025581,20189536,40626268160,374.372,33912308764,2849764298,230038246,-2753590680,190428160,1359720882,3043792367,297241070,583325102
14,8.89468,1103,25010,1085637320,914472835,3385225,2787487,8173,5298219,756126,60490080,23217920,38256960,27122617,21405728,43568435200,392.819,36485681911,3002361870,241163419,-2924755165,171164485,1533083906,3238847047,321436278,593036557
