#Backup ID,Backup Online Processtime(s),Online Load Times,Online Delta num,Online Size,Offline Size,Offline Delta times,Offline Decompress times,Offline Delete times,Logic chunk num,Unique chunk num,FpIndex size,SfIndex size,Localmap size,Coldmap size,Deltamap size,total logical size,offline_time,online_dedupReduce,online_lz4Reduce,online_deltaReduce,offlineDelta_diff,offlineDelta_sum,offlineReDelta_sum,offlineRelz4_sum,_sum_Delta_size,_sum_Lz4_size
24,8.82233,0,0,1338367559,1167679621,8579520,7585820,19998,8857126,1147034,91762720,26412352,63599424,68736030,33672640,72872611840,618.597,62086673787,4706406918,0,-4911851514,170687938,4019028855,5399358959,487507445,680172176
25,8.2256,0,0,1373997130,1185876844,9219377,8189501,21286,9205823,1184724,94777920,26633984,65914688,73861326,34859008,75747768320,588.473,64602341301,4859578375,0,-5099971800,188120286,4321252109,5599450719,499478919,686397925
26,8.27423,0,0,1395889341,1200911296,9890288,8823949,22676,9553238,1223126,97850080,26923904,68248448,79235564,36054976,78613667840,606.456,67101701082,5016105617,0,-5294949845,194978045,4632790008,5801074620,506124775,694786521
27,8.25043,0,0,1407879401,1233870135,10578840,9476439,24061,9900471,1260887,100870960,27197888,70556544,84750897,37238016,81478348800,614.554,69605579873,5169939681,0,-5468959111,174009266,4941780821,6000668229,531709118,702161017
28,8.23933,0,0,1443154907,1246768409,11296625,10157728,25605,10248239,1299161,103932880,27467328,72892352,90500889,38435680,84350238720,639.595,72112292483,5325832219,0,-5665345609,196386498,5275460692,6202451318,537105709,709662700
29,8.2826,0,0,1454671158,1273543728,12035858,10860552,27099,10596588,1337206,106976480,27715456,75222528,96422223,39627936,87226378240,646.939,74625781646,5480579827,0,-5846473039,181127430,5607274740,6403681920,557208881,716334847
30,8.45881,0,0,1483941916,1279992434,12793036,11581032,28718,10946481,1375853,110068240,28006400,77571520,102487742,40830272,90117150720,669.117,77149095265,5637640500,0,-6050422521,203949482,5955064060,6606100491,555677970,724314464
31,8.22498,0,0,1485334834,1310245960,13573091,12325200,30229,11291923,1413211,113056880,28250752,79868352,108735737,42004832,92970352640,671.585,79644796590,5789798695,0,-6225511395,175088874,6296255462,6805002862,579491467,730754493
32,8.29102,0,0,1514093163,1319403977,14373770,13090294,31698,11633491,1450134,116010720,28443456,82145792,115148514,43167680,95788369920,696.543,82108474883,5940290479,0,-6420200581,194689186,6652573616,7002945760,582745179,736658798
33,8.38982,0,0,1547583942,1373373119,15178460,13855803,33690,11980449,1491772,119341760,28828672,84653376,121595994,44458048,98655385600,725.771,84579292563,6108308514,0,-6594411404,174210823,7006311786,7219982914,625571510,747801609
34,8.49225,0,0,1597118798,1394696149,15985594,14624476,35611,12328874,1532659,122612720,29206080,87115008,128062671,45728832,101536942080,704.309,87071907152,6273504726,0,-6796834053,202422649,7386961308,7433027798,636193745,758502404
35,8.43096,0,0,1616242749,1434073889,16750833,15351983,37839,12678852,1573224,125857920,29475776,89530048,134195715,46989312,104431165440,665.92,89580316150,6437772488,0,-6979002913,182168860,7759192671,7641561092,662558179,771515710
36,8.52849,0,0,1652488888,1452226541,17543269,16106978,39620,13027926,1613137,129050960,29833664,91926336,140544108,48239840,107317770240,683.615,92086635126,6599643313,0,-7179265260,200262347,8143992450,7848523974,669258714,782967827
37,8.37443,0,0,1669086624,1476891353,18372304,16898833,41518,13379379,1652971,132237680,30291200,94305856,147185878,49476672,110227466240,701.029,94618329844,6760784512,0,-7371460531,192195271,8536043039,8053316675,681856144,795035209
38,8.41113,0,0,1688430916,1502471999,19228220,17718118,43289,13728163,1691563,135325040,30590336,96650240,154042061,50690144,113113917440,713.888,97136722306,6917303687,0,-7557419448,185958917,8936026120,8255946338,698526890,803945109
39,8.3866,0,0,1713833152,1545097138,20107287,18560862,45097,14076885,1730035,138402800,30935808,98974976,161083637,51893056,116000757760,742.398,99655474725,7074030435,0,-7726155462,168736014,9344446637,8457862869,731707407,813389731
40,8.32325,0,0,1758922505,1563960373,21007811,19424319,47041,14428208,1769259,141540720,31268096,101347264,168297541,53120832,118909593600,752,102191448230,7233067403,0,-7921117594,194962132,9777355913,8662261950,741144356,822816017
41,8.4164,0,0,1775568615,1582181278,21908918,20288890,48942,14776888,1807925,144634000,31593600,103685632,175515894,54330560,121795717120,757.781,104708910404,7390120507,0,-8114504931,193387337,10208197965,8864405194,749900263,832281015
42,8.29267,0,0,1795084459,1626823665,22823799,21166871,50927,15125521,1846954,147756320,31927936,106047232,182844867,55552032,124680949760,787.301,107222820566,7548539804,0,-8282765725,168260794,10640637113,9067764430,784998705,841824960
43,8.40921,0,0,1837248023,1649958986,23721079,22027710,52818,15474430,1885464,150837120,32175936,108379648,190032562,56755392,127569377280,761.352,109744743659,7704619873,0,-8470054762,187289037,11081780308,9268768852,798714090,851244896
44,8.32304,0,0,1858556203,1684559639,24657161,22927698,54876,15821608,1923538,153883040,32508288,110689856,197531508,57947712,130441646080,782.848,112253753981,7859281134,0,-8644051326,173996564,11540706720,9468441487,824390161,860169478
45,8.47891,0,0,1892649282,1673995779,25590357,23824705,56812,16170670,1961503,156920240,32761472,113006016,205006756,59141184,133332664320,759.165,114782372714,8013590998,0,-8862704829,218653503,12010327848,9668498161,805793332,868202447
46,8.46531,0,0,1882128765,1715519367,26551326,24749310,58884,16521828,1999608,159968640,33027328,115333504,212704868,60338688,136244039680,791.723,117331209415,8167996671,0,-9029314227,166609398,12455583119,9869254250,839940023,875579344
47,8.49675,0,0,1924978862,1749282224,27514874,25676569,60974,16873063,2038050,163044000,33359872,117656128,220423702,61536096,139155404800,811.597,119877339502,8323772209,0,-9205010865,175696638,12925911413,10069301605,864290740,884991484
48,8.45993,0,0,1960559739,1773741442,28494213,26619103,63135,17225102,2076957,166156560,33680128,120011776,228269219,62750944,142071173120,817.526,122424520062,8481082454,0,-9391829162,186818297,13412779155,10271738306,879909144,893832298
49,8.42239,0,0,1983459228,1789094834,29492932,27581337,65363,17574419,2115318,169225440,33958208,122346944,236270111,63953824,144962355200,819.523,124950133411,8636933399,0,-9586193556,194364394,13906748193,10473049975,886856419,902238415
50,8.37094,0,0,2001327094,1818493973,30486955,28538434,67452,17926301,2154337,172346960,34274112,124710208,244232724,65173728,147876433920,834.913,127493928362,8794984908,0,-9769026677,182833121,14399285721,10676117530,907090853,911403120
51,8.38779,0,0,2026226245,1835512449,31472853,29488215,69366,18271894,2192243,175379440,34519360,127021696,252129470,66364928,150738626560,836.26,129993697265,8949676373,0,-9959740473,190713796,14892830353,10875834094,916093621,919418828
52,8.25936,0,0,2041638819,1885988406,32456613,30436053,71241,18617702,2229865,178389200,34780864,129321280,260008925,67545760,153603604480,842.077,132499445958,9102779230,0,-10115390886,155650413,15390311597,11074264306,958873420,927114986
53,8.38387,0,0,2090273961,1901418245,33479206,31423077,73135,18965640,2267172,181373760,35035456,131597696,268199131,68717536,156488765440,850.213,135028886301,9254214292,0,-10304246602,188855716,15924655992,11270558066,966311464,935106781
54,8.36066,0,0,2109579456,1926114827,34524986,32432386,74977,19314713,2305354,184428320,35290880,133931840,276574581,69911040,159383644160,885.047,137560492431,9409325671,0,-10487711231,183464629,16459770872,11471342543,983631312,942483515
55,8.48734,0,0,2136943360,1938425156,35586065,33456763,76883,19663418,2344057,187524560,35590592,136280832,285072735,71114016,162274867200,904.489,140083486020,9566726589,0,-10686229435,198518204,16999985244,11673506757,987277322,951147834
56,8.61888,0,0,2152276086,1965171447,36667492,34500829,78875,20013675,2383448,190675840,35913920,138672128,293734111,72338752,165181665280,912.886,142616050994,9727108765,0,-10873334074,187104639,17532330920,11878700503,1005366429,959805018
57,8.31627,0,0,2171892122,1972857990,37761223,35558336,80747,20362245,2421236,193698880,36123648,140990592,302493311,73526272,168073625600,915.288,145147365935,9881033469,0,-11072368206,199034132,18073610295,12078589251,1006221045,966636945
58,8.46985,0,0,2184907385,1988621263,38889852,36649943,82794,20711122,2460140,196811200,36428672,143360192,311532578,74739936,170970521600,955.963,147673200145,10040045864,0,-11268654328,196286122,18618717827,12282563421,1013909093,974712170
59,8.40841,0,0,2193276565,2041802898,40009289,37733561,84917,21060301,2497568,199805440,36614016,145652608,320498689,75920960,173870110720,962.833,150216132275,10192047552,0,-11420127995,151473667,19157975134,12480088073,1059960078,981842820
