#Backup ID,Backup Online Processtime(s),Online Load Times,Online Delta num,Online Size,Offline Size,Offline Delta times,Offline Decompress times,Offline Delete times,Logic chunk num,Unique chunk num,FpIndex size,SfIndex size,Localmap size,Coldmap size,Deltamap size,total logical size,offline_time,online_dedupReduce,online_lz4Reduce,online_deltaReduce,offlineDelta_diff,offlineDelta_sum,offlineReDelta_sum,offlineRelz4_sum,_sum_Delta_size,_sum_Lz4_size
0,14.6268,34,1722,833228827,385196687,108251,1646,208,349658,181563,14525040,13226816,6823232,867048,3784800,2869463040,321.834,1282881380,741598762,11754071,-448032140,448032140,2915099,505775513,60774110,324422577
1,9.15348,265,4367,607300789,442266252,184871,45793,492,700527,225166,18013280,14726848,8901504,1481428,5115712,5748879360,143.317,3743793558,910325539,39427334,-613066677,165034537,26848158,687779747,78668380,363597872
2,9.36106,510,9472,640480410,477345462,282439,111485,797,1048641,266111,21288880,15392384,10941568,2263489,6437792,8606402560,162.043,6205325664,1057903487,89626322,-776201625,163134948,63759397,867468285,97065058,380280404
3,9.37574,722,13210,695633278,554932535,398042,197155,1164,1400928,309641,24771280,17139776,12857280,3190148,7561984,11506227200,177.649,8682684684,1220648488,131059125,-916902368,140700743,112316386,1035101730,125510290,429422245
4,9.48661,997,18574,751895540,586599734,540951,308380,1518,1749773,350273,28021840,17730304,14885184,4335182,8947744,14379182080,201.525,11157304447,1366881213,186198512,-1082198174,165295806,183035023,1214851294,141747755,444851979
5,9.3789,1235,22315,795001189,613376737,714632,447640,1928,2102412,391624,31329920,18243456,17088448,5726680,10228768,17284945920,228.398,13658822550,1526604446,222319561,-1263822626,181624452,266394931,1408899588,155419560,457957177
6,9.40245,1433,26973,822573713,650393453,917082,615523,2378,2454706,434179,34734320,18792000,19300864,7348522,11530304,20191088640,252.236,16149298010,1685479092,269915199,-1436002886,172180260,358381916,1603078725,178646628,471746825
7,9.7101,1730,29982,860080947,706105109,1137263,804727,2916,2812109,475940,38075200,20022592,21283392,9112660,12669632,23129180160,260.697,18693777114,1842599806,296719407,-1589978724,153975838,467245704,1777411435,200076195,506028914
8,9.49871,2025,34971,901225877,742803402,1378286,1014393,3470,3167314,516183,41294640,20617216,23290304,11043614,13947168,26049710080,273.934,21233737782,1987288218,337479479,-1748401199,158422475,590800013,1954587600,220141368,522662034
9,9.39248,2288,38429,945222792,781052372,1648431,1251627,4078,3522400,556670,44533600,21095232,25396672,13207806,15177696,28969748480,299.016,23771424370,2137943018,366757101,-1912571619,164170420,730998331,2140243262,242639345,538413027
10,9.3506,2560,42116,973880909,797203357,1939356,1509998,4725,3874982,595347,47627760,21464832,27480128,15538425,16386592,31867842560,309.45,26302237172,2279421066,399731794,-2089249171,176677552,886681267,2321058982,248087896,549115461
11,9.35443,2812,45206,994294766,837540948,2255240,1792510,5444,4227381,634533,50762640,21859840,29616256,18069076,17602368,34764001280,342.181,28826733539,2425376550,428347254,-2246002989,156753818,1044008951,2504785158,276044448,561496500
12,9.50551,3047,48914,1049300357,851393017,2589776,2091986,6274,4585507,676861,54148880,22450432,31860160,20749514,18890208,37705349120,352.079,31373031151,2581658923,455355700,-2443910329,197907340,1214778057,2700461929,274727582,576665435
13,9.51066,3298,51976,1053777441,883012338,2953580,2421297,7156,4940662,717180,57374400,22898368,34067776,23664356,20133664,40626268160,367.196,33912308764,2732432761,483838865,-2614675432,170765103,1388020960,2890093720,294581297,588431041
14,9.59176,3605,57049,1071453888,909030758,3334283,2770412,8049,5298219,756126,60490080,23266816,36089536,26714437,21348960,43568435200,374.561,36485681911,2870802373,525821596,-2777098562,162423130,1573962139,3067088719,310730871,598299887
15,9.26685,3876,60131,1102392150,930525150,3740241,3143040,8979,5655036,794396,63551680,23535744,38222656,29966751,22555296,46505267200,394.644,39059823559,3013388650,552564279,-2948965562,171867000,1769230285,3251713675,324266170,606258980
16,9.50776,4095,62992,1133647291,968745386,4150155,3519546,10154,6017260,834554,66764320,23829248,40360768,33251938,23771456,49483950080,376.857,41660473465,3164542416,576321346,-3113867467,164901905,1961913086,3439271702,348051531,620693855
