#Backup ID,Backup Online Processtime(s),Online Load Times,Online Delta num,Online Size,Offline Size,Offline Delta times,Offline Decompress times,Offline Delete times,Logic chunk num,Unique chunk num,FpIndex size,SfIndex size,Localmap size,Coldmap size,Deltamap size,total logical size,offline_time,online_dedupReduce,online_lz4Reduce,online_deltaReduce,offlineDelta_diff,offlineDelta_sum,offlineReDelta_sum,offlineRelz4_sum,_sum_Delta_size,_sum_Lz4_size
0,14.1991,2,27,838476692,383600803,108835,24,210,349658,181563,14525040,13203200,6964416,871730,3801728,2869463040,349.972,1282881380,747892697,212271,-454875889,454875889,15473,516540179,61680393,321920410
1,8.66493,13,300,618381971,441711113,189676,45938,498,700527,225166,18013280,14694976,9199744,1519898,5134592,5748879360,162.582,3743793558,928847953,2979989,-631546747,176670858,25115572,712551364,81089564,360621549
2,8.67635,23,1145,661714873,475918788,296146,116225,806,1048641,266111,21288880,15346560,11515520,2373198,6455456,8606402560,197.979,6205325664,1096419032,11396244,-817342832,185796085,66202014,915834685,98900401,377018387
3,8.90654,34,1255,713816732,552975527,419262,205735,1184,1400928,309641,24771280,17097280,13666304,3360016,7582688,11506227200,203.074,8682684684,1279889985,12492967,-978184037,160841205,119854595,1104719950,126987443,425988084
4,8.68992,44,2409,771210617,591110393,572836,323371,1543,1749773,350273,28021840,17669504,15966464,4590395,8969376,14379182080,231.904,11157304447,1446610405,25872574,-1158284261,180100224,192583498,1307563383,149887893,441222500
5,8.96212,58,3962,811550830,616727051,750939,464905,1951,2102412,391624,31329920,18198592,18307200,6017259,10250400,17284945920,254.365,13658822550,1613740902,42547377,-1353108040,194823779,278356396,1513010033,162075875,454651176
6,8.89891,69,4322,848247185,650810781,957805,632864,2418,2454706,434179,34734320,18745088,20797312,7674514,11551168,20191088640,288.28,16149298010,1794598477,45836928,-1550544444,197436404,367998676,1730873138,182583264,468227517
7,8.97704,85,4816,873411778,712993776,1179574,820823,2977,2812109,475940,38075200,19960256,22961152,9451453,12700160,23129180160,282.738,18693777114,1962619213,48827611,-1710962446,160418002,466162924,1919817297,211171536,501822240
8,8.85134,99,5121,928869547,744887732,1427070,1031988,3551,3167314,516183,41294640,20549248,25286400,11434291,13987232,26049710080,308.044,21233737782,2124717249,51423056,-1894944261,183981815,590709959,2119578446,227012281,517875451
9,8.64893,109,5294,962284260,775324458,1697819,1265477,4166,3522400,556670,44533600,21010304,27671104,13603350,15250432,28969748480,337.062,23771424370,2288114218,52981371,-2081904063,186959802,719385797,2323569856,244068784,531255674
10,8.60191,122,5649,984275968,803141778,1992339,1524118,4814,3874982,595347,47627760,21401152,29967360,15962734,16458816,31867842560,360.063,26302237172,2443632253,55793104,-2263038253,181134190,864227243,2521668907,261101890,542039888
11,8.53672,128,5856,1015083594,832570101,2310701,1806221,5559,4227381,634533,50762640,21787136,32288256,18513339,17673952,34764001280,361.154,28826733539,2601738813,57407081,-2445551746,182513493,1015674199,2721289473,278255193,554314908
12,8.57936,133,5934,1058390916,859964108,2653412,2110237,6423,4585507,676861,54148880,22383104,34764800,21259347,18961696,37705349120,393.953,31373031151,2770256706,58118601,-2643978554,198426808,1179717913,2931840969,290392097,569572011
13,8.65881,144,6166,1076627573,890099855,3020119,2439629,7323,4940662,717180,57374400,22832512,37153024,24197495,20205824,40626268160,393.83,33912308764,2933117759,60235510,-2830506272,186527718,1350669711,3136700806,308766694,581333161
14,8.55345,161,6469,1099996280,914987075,3412034,2795183,8245,5298219,756126,60490080,23195520,39480256,27337409,21422048,43568435200,431.791,36485681911,3089645062,62605675,-3015515477,185009205,1537371425,3336731589,323862711,591124364
15,8.51001,172,6773,1121252347,937115012,3821437,3168443,9199,5655036,794396,63551680,23463488,41793408,30617403,22629216,46505267200,438.906,39059823559,3243240692,65435125,-3199652812,184137335,1725763970,3535027551,338115330,598999682
16,8.77068,178,6887,1152264980,964036533,4240842,3550723,10419,6017260,834554,66764320,23731520,44169408,33978743,23876736,49483950080,427.69,41660473465,3405088729,66470094,-3387881259,188228447,1921072792,3737874917,352774160,611262373
17,8.81373,194,7265,1177992060,987060396,4690621,3963125,11424,6381829,874758,69980640,24106496,46561664,37581984,25132352,52483553280,454.279,44282121140,3565883964,69674857,-3578812923,190931664,2127319958,3941140741,365167831,621892565
18,8.80477,201,7389,1198572443,1011531624,5176996,4412429,12586,6746630,914145,73131600,24492608,48934336,41478794,26362464,55485675520,464.115,46913334366,3724311947,70643841,-3765853742,187040819,2346709283,4143291472,380299165,631232459
19,8.64657,209,7487,1225982728,1043970689,5679464,4877442,13696,7108426,954067,76325360,24789248,51331456,45504088,27603776,58467983360,480.523,49519009373,3885570228,71567289,-3947865781,182012039,2569921538,4347417710,402425872,641544817
20,8.66855,215,7622,1254866125,1065793233,6209974,5371138,14990,7464498,993174,79453920,25140480,53687552,49754638,28825344,61400565760,496.566,52081521486,4043467682,72844686,-4136938673,189072892,2813192052,4549178087,415170012,650623221
21,8.42539,221,7690,1277874541,1092156595,6743092,5867615,16283,7815621,1032218,82577440,25394752,56032640,54026047,30041376,64291246080,490.871,54600764108,4202323319,73345439,-4322656619,185717946,3059734760,4750759489,431050662,661105933
22,8.2987,222,7734,1302129793,1109865270,7325183,6413364,17572,8163270,1070694,85655520,25823936,58358528,58689220,31241088,67153766400,516.677,57096412962,4358778971,73788055,-4514921142,192264523,3323417406,4951468051,439520690,670344580
23,8.37035,236,8455,1317137239,1121935000,7924025,6976570,18848,8509462,1109121,88729680,26163712,60639616,63486320,32434496,70005688320,557.943,59581930908,4513164050,78534981,-4710123381,195202239,3593988812,5150260813,443212964,678722036
24,8.37739,246,8612,1328971074,1166465332,8547469,7563997,20078,8857126,1147034,91762720,26440320,62944704,68480022,33624128,72872611840,567.222,62086673787,4666825058,80018540,-4872629123,162505742,3860227362,5349749747,480208217,686257115
25,8.54189,261,8869,1371498784,1177471416,9192058,8172665,21372,9205823,1184724,94777920,26662336,65243648,73643196,34810400,75747768320,569.697,64602341301,4818906486,82392626,-5066656491,194027368,4161437710,5548490897,484995791,692475625
26,8.38271,268,9157,1385922274,1203561397,9866304,8810697,22761,9553238,1223126,97850080,26945152,67561472,79044109,36007264,78613667840,598.387,67101701082,4974273153,85114840,-5249017368,182360877,4460104375,5748685725,502887918,700673479
27,8.31014,274,9369,1409469666,1234992134,10558274,9466797,24154,9900471,1260887,100870960,27218432,69857280,84586826,37190336,81478348800,595.786,69605579873,5127293918,86987975,-5423494900,174477532,4768094194,5947297926,527095562,707896572
28,8.54973,282,9511,1443542478,1239441823,11281438,10153612,25701,10248239,1299161,103932880,27488960,72183680,90379865,38386976,84350238720,621.644,72112292483,5282604776,88304083,-5627595555,204100655,5099213228,6148294589,524030962,715410861
29,8.50005,290,9661,1446596958,1265679662,12017322,10853276,27196,10596588,1337206,106976480,27740160,74501760,96274412,39578976,87226378240,626.441,74625781646,5436702024,89702057,-5808512851,180917296,5415025850,6348472781,543326852,722352810
30,8.52745,299,9879,1475098899,1271647465,12772781,11572275,28797,10946481,1375853,110068240,28030336,76835520,102326089,40780736,90117150720,658.881,77149095265,5592996901,91446804,-6011964285,203451434,5746988047,6549804228,541251295,730396170
31,8.44165,310,10152,1475757217,1303163129,13548534,12312420,30308,11291923,1413211,113056880,28277440,79114496,108539668,41956288,92970352640,681.016,79644796590,5744178651,93655897,-6184558373,172594088,6066169455,6747342915,566257779,736905350
32,8.5314,317,10267,1506509901,1325204330,14356446,13084862,31776,11633491,1450134,116010720,28469568,81384576,115010304,43118368,95788369920,673.109,82108474883,5894258184,94568579,-6365863944,181305571,6411965004,6944865178,582497720,742706610
33,8.49826,322,10343,1552898865,1380954226,15169580,13858880,33792,11980449,1491772,119341760,28855296,83888000,121525456,44409792,98655385600,701.813,84579292563,6061923637,95406591,-6537808583,171944639,6770057059,7161469876,627163503,753790723
34,8.42668,324,10357,1604604331,1392582118,15988573,14639422,35721,12328874,1532659,122612720,29230208,86348992,128087045,45680192,101536942080,687.801,87071907152,6227057429,95564585,-6749830796,212022213,7159943480,7374410248,628083494,764498624
35,8.40853,326,10377,1614027450,1430110043,16751060,15364371,37954,12678852,1573224,125857920,29493568,88751616,134198098,46934592,104431165440,638.007,89580316150,6391252570,95738474,-6933748203,183917407,7518902801,7582562755,652324740,777785303
36,8.59204,335,10502,1647902216,1466754511,17532059,16108047,39739,13027926,1613137,129050960,29854656,91140352,140455015,48186208,107317770240,688.852,92086635126,6552579976,96904719,-7114895908,181147705,7885335107,7788860280,677502820,789251691
37,8.42547,338,11501,1681262186,1469826858,18357076,16896877,41644,13379379,1652971,132237680,30310720,93456320,147064676,49423072,110227466240,677.317,94618329844,6711589836,101388466,-7326331236,211435328,8283391369,7991252960,668554325,801272533
38,8.49678,342,11567,1681136638,1502805460,19205992,17709214,43428,13728163,1691563,135325040,30610048,95797376,153864924,50637216,113113917440,688.027,97136722306,6867865049,101862211,-7504662414,178331178,8663464669,8193686541,692682906,810122554
39,8.39082,345,11617,1713919062,1541454128,20080480,18547454,45245,14076885,1730035,138402800,30959360,98117312,160869913,51838368,116000757760,690.998,99655474725,7024357299,102344260,-7677127348,172464934,9063138690,8395163288,721732502,819721626
40,8.57919,349,11691,1754864319,1560557843,20960432,19390433,47210,14428208,1769259,141540720,31292864,100483584,167919346,53065696,118909593600,700.685,102191448230,7183048150,103105553,-7871433824,194306476,9478640040,8599064113,731332766,829225077
41,8.4017,355,11841,1771424763,1578722845,21848591,20242191,49103,14776888,1807925,144634000,31620864,102813312,175034075,54276992,121795717120,714.655,104708910404,7339438621,104509508,-8064135742,192701918,9895810983,8800468900,740108795,838614050
42,8.3789,358,11878,1791445372,1621099931,22760090,21116819,51064,15125521,1846954,147756320,31953856,105173056,182335872,55499392,124680949760,723.105,107222820566,7497710201,104837879,-8234481183,170345441,10317775872,9003730590,773033531,848066400
43,8.28417,361,11982,1831006355,1644773810,23661912,21982327,52971,15474430,1885464,150837120,32197184,107497280,189559983,56702272,127569377280,719.484,109744743659,7653378429,105767654,-8420713728,186232545,10753598476,9204170516,787290350,857483460
44,8.32586,367,12085,1852869992,1680791177,24603893,22888353,55053,15821608,1923538,153883040,32535040,109798592,197106241,57893248,130441646080,729.818,112253753981,7807594529,106713850,-8592792543,172078815,11201714558,9403172197,814257639,866533538
45,8.47407,378,12230,1888215054,1671937699,25546132,23794592,56993,16170670,1961503,156920240,32796800,112102656,204653853,59086592,133332664320,740.947,114782372714,7961282181,108001828,-8809069898,216277355,11666066647,9602278483,797153661,874784038
46,8.41729,383,12303,1879645137,1709529438,26510733,24722915,59053,16521828,1999608,159968640,33059392,114424640,212380961,60283456,136244039680,753.409,117331209415,8115343225,108772005,-8979185597,170115699,12110603406,9802529877,827307243,882222195
47,8.3319,385,12339,1918781669,1740606895,27481009,25656929,61123,16873063,2038050,163044000,33389440,116745536,220153519,61481280,139155404800,761.934,119877339502,8270951152,109146880,-9157360371,178174774,12573698483,10002404106,849011512,891595383
48,8.46441,390,12455,1951312081,1766348518,28480282,26619514,63337,17225102,2076957,166156560,33713984,119093696,228158773,62696448,142071173120,761.827,122424520062,8427734134,110246472,-9342323934,184963563,13052093678,10204270817,865963664,900384854
49,8.41684,396,12567,1975549858,1779880407,29486303,27589183,65558,17574419,2115318,169225440,33991552,121420224,236218046,63898560,144962355200,782.384,124950133411,8583132228,111215769,-9537993385,195669451,13534974076,10404949693,870999146,908881261
50,8.37938,400,12655,1991665837,1805300817,30486758,28552779,67642,17926301,2154337,172346960,34304960,123779200,244232090,65118144,147876433920,776.877,127493928362,8740817459,112028877,-9724358405,186365020,14014912482,10607615008,887340113,917960704
51,8.43431,410,12804,2012353895,1825803271,31479529,29509609,69562,18271894,2192243,175379440,34551104,126079424,252183850,66309088,150738626560,780.895,129993697265,8894898117,113318878,-9910909029,186550624,14494293313,10806412198,899645898,926157373
52,8.7662,424,12998,2031154935,1872741559,32467959,30462450,71457,18617702,2229865,178389200,34814336,128357696,260100765,67486144,153603604480,792.984,132499445958,9047331834,114762724,-10069322405,158413376,14978971945,11003671173,938517660,934223899
53,8.63126,433,13231,2075960968,1891469755,33489081,31448245,73368,18965640,2267172,181373760,35068160,130618624,268279296,68658592,156488765440,784.969,135028886301,9197876399,116719367,-10253813618,184491213,15493124999,11198802342,949204406,942265349
54,8.5625,442,13354,2099066852,1911450526,34538127,32460958,75215,19314713,2305354,184428320,35326080,132943936,276680899,69852224,159383644160,802.851,137560492431,9352477681,117793578,-10441429944,187616326,16017373505,11398889491,961686987,949763539
55,8.39461,451,13508,2121513825,1929049753,35605156,33491438,77117,19663418,2344057,187524560,35625216,135283136,285226633,71055136,162274867200,844.831,140083486020,9509245605,119191806,-10633894016,192464072,16542424244,11600260956,970622625,958427128
56,8.49517,457,13717,2141970798,1955509223,36689788,34538923,79111,20013675,2383448,190675840,35949632,137660736,293913659,72280160,165181665280,835.892,142616050994,9668874638,120874834,-10820355591,186461575,17062101323,11804503633,988453864,967055359
57,8.56278,469,14007,2160758172,1964925554,37777779,35591005,80995,20362245,2421236,193698880,36161984,139959040,302626999,73467264,168073625600,889.531,145147365935,9821572185,123573717,-11016188209,195832618,17585469679,12002704842,990891758,974033796
58,8.71255,477,14201,2176002167,1991226947,38907408,36683824,83041,20711122,2460140,196811200,36468928,142315072,311674261,74680544,170970521600,859.922,147673200145,9979733112,125397967,-11200963429,184775220,18120507827,12205558054,1009048951,982177996
59,8.46076,486,14403,2195098293,2032062766,40012714,37753694,85191,21060301,2497568,199805440,36652096,144582976,320527459,75855616,173870110720,863.171,150216132275,10131014996,126901727,-11363998956,163035527,18658276603,12401844365,1042344851,989717915
